Date,Pic journalier consommation (MW),Température moyenne (°C),Température référence (°C),Consommation à température normale (MW),Consommation Brut (MW),IsHoliday,Year,Month,Day,Weekday,WeekOfYear,DayOfWeek,IsWeekend,Weekday Name,Consommation_Diff
2023-05-26,49207,17.9,16.9,42060,43283.5,0,2023,5,26,4,21,4,0,Friday,-617.0
2023-05-27,44299,19.4,17.0,37627,38618.0,0,2023,5,27,5,21,5,1,Saturday,-4665.5
2023-05-28,41463,19.9,17.1,33291,36086.0,0,2023,5,28,6,21,6,1,Sunday,-2532.0
2023-05-29,43939,18.9,17.2,34727,37628.5,1,2023,5,29,0,22,0,0,Monday,1542.5
2023-05-30,49387,18.6,17.3,38953,42699.0,0,2023,5,30,1,22,1,0,Tuesday,5070.5
2023-05-31,50066,18.9,17.4,41153,43575.0,0,2023,5,31,2,22,2,0,Wednesday,876.0
2023-06-01,50196,19.6,17.5,42370,43818.5,0,2023,6,1,3,22,3,0,Thursday,243.5
2023-06-02,49889,17.9,17.6,41496,43320.0,0,2023,6,2,4,22,4,0,Friday,-498.5
2023-06-03,45041,18.6,17.7,37374,38797.0,0,2023,6,3,5,22,5,1,Saturday,-4523.0
2023-06-04,42357,19.6,17.8,35737,36577.5,0,2023,6,4,6,22,6,1,Sunday,-2219.5
2023-06-05,49324,19.5,17.9,40999,42376.0,0,2023,6,5,0,23,0,0,Monday,5798.5
2023-06-06,49627,19.8,18.0,41758,43125.0,0,2023,6,6,1,23,1,0,Tuesday,749.0
2023-06-07,50319,21.0,18.1,42154,43409.0,0,2023,6,7,2,23,2,0,Wednesday,284.0
2023-06-08,50689,21.7,18.2,42411,43607.5,0,2023,6,8,3,23,3,0,Thursday,198.5
2023-06-09,51097,21.7,18.3,41804,43245.0,0,2023,6,9,4,23,4,0,Friday,-362.5
2023-06-10,45722,21.6,18.4,37297,38818.5,0,2023,6,10,5,23,5,1,Saturday,-4426.5
2023-06-11,43558,21.4,18.5,35612,37043.0,0,2023,6,11,6,23,6,1,Sunday,-1775.5
2023-06-12,50575,20.9,18.6,40913,42897.0,0,2023,6,12,0,24,0,0,Monday,5854.0
2023-06-13,50868,21.2,18.7,42189,43669.0,0,2023,6,13,1,24,1,0,Tuesday,772.0
2023-06-14,51722,21.6,18.8,42610,43896.0,0,2023,6,14,2,24,2,0,Wednesday,227.0
2023-06-15,51347,21.6,18.9,42968,44045.5,0,2023,6,15,3,24,3,0,Thursday,149.5
2023-06-16,51526,22.2,19.0,42598,43734.5,0,2023,6,16,4,24,4,0,Friday,-311.0
2023-06-17,46429,23.2,19.0,37776,39208.5,0,2023,6,17,5,24,5,1,Saturday,-4526.0
2023-06-18,43417,21.8,19.1,35225,36966.0,0,2023,6,18,6,24,6,1,Sunday,-2242.5
2023-06-19,50996,21.5,19.2,41454,42932.5,0,2023,6,19,0,25,0,0,Monday,5966.5
2023-06-20,51453,22.2,19.3,42556,43957.0,0,2023,6,20,1,25,1,0,Tuesday,1024.5
2023-06-21,52094,22.3,19.4,43178,44280.0,0,2023,6,21,2,25,2,0,Wednesday,323.0
2023-06-22,51491,20.9,19.5,42575,44205.5,0,2023,6,22,3,25,3,0,Thursday,-74.5
2023-06-23,50999,21.7,19.6,42712,43752.5,0,2023,6,23,4,25,4,0,Friday,-453.0
2023-06-24,46035,23.4,19.7,38065,39301.0,0,2023,6,24,5,25,5,1,Saturday,-4451.5
2023-06-25,43669,24.6,19.8,36312,37422.0,0,2023,6,25,6,25,6,1,Sunday,-1879.0
2023-06-26,51517,21.6,19.8,41674,43378.0,0,2023,6,26,0,26,0,0,Monday,5956.0
2023-06-27,50978,20.7,19.9,42987,44211.5,0,2023,6,27,1,26,1,0,Tuesday,833.5
2023-06-28,51420,21.7,20.0,43660,44610.0,0,2023,6,28,2,26,2,0,Wednesday,398.5
2023-06-29,52120,21.3,20.1,43879,44915.5,0,2023,6,29,3,26,3,0,Thursday,305.5
2023-06-30,50221,18.7,20.1,42754,43653.0,0,2023,6,30,4,26,4,0,Friday,-1262.5
2023-07-01,45677,19.4,20.2,38533,39585.5,0,2023,7,1,5,26,5,1,Saturday,-4067.5
2023-07-02,43395,19.8,20.3,36903,37708.5,0,2023,7,2,6,26,6,1,Sunday,-1877.0
2023-07-03,50750,20.2,20.4,42801,43735.5,0,2023,7,3,0,27,0,0,Monday,6027.0
2023-07-04,51852,19.8,20.4,44177,45115.0,0,2023,7,4,1,27,1,0,Tuesday,1379.5
2023-07-05,51906,18.8,20.5,44076,45482.5,0,2023,7,5,2,27,2,0,Wednesday,367.5
2023-07-06,51928,20.5,20.6,44994,45670.0,0,2023,7,6,3,27,3,0,Thursday,187.5
2023-07-07,52841,24.0,20.6,44221,45528.0,0,2023,7,7,4,27,4,0,Friday,-142.0
2023-07-08,48271,25.4,20.7,39278,41056.0,0,2023,7,8,5,27,5,1,Saturday,-4472.0
2023-07-09,45445,24.0,20.7,37248,38754.0,0,2023,7,9,6,27,6,1,Sunday,-2302.0
2023-07-10,53955,24.0,20.8,44143,45448.0,0,2023,7,10,0,28,0,0,Monday,6694.0
2023-07-11,55572,24.3,20.9,45375,46960.5,0,2023,7,11,1,28,1,0,Tuesday,1512.5
2023-07-12,53452,21.3,20.9,44722,46118.0,0,2023,7,12,2,28,2,0,Wednesday,-842.5
2023-07-13,52369,20.5,20.9,44457,45580.5,0,2023,7,13,3,28,3,0,Thursday,-537.5
2023-07-14,45933,22.8,21.0,39254,40415.0,1,2023,7,14,4,28,4,0,Friday,-5165.5
2023-07-15,46662,22.2,21.0,38619,39835.0,0,2023,7,15,5,28,5,1,Saturday,-580.0
2023-07-16,43900,20.4,21.1,37604,38505.5,0,2023,7,16,6,28,6,1,Sunday,-1329.5
2023-07-17,51976,21.0,21.1,43949,44967.5,0,2023,7,17,0,29,0,0,Monday,6462.0
2023-07-18,54142,22.9,21.1,45807,46642.0,0,2023,7,18,1,29,1,0,Tuesday,1674.5
2023-07-19,53501,22.0,21.1,45017,46438.5,0,2023,7,19,2,29,2,0,Wednesday,-203.5
2023-07-20,52844,21.2,21.2,45200,46197.5,0,2023,7,20,3,29,3,0,Thursday,-241.0
2023-07-21,52101,20.4,21.2,44038,45286.5,0,2023,7,21,4,29,4,0,Friday,-911.0
2023-07-22,45966,20.5,21.2,39359,40577.0,0,2023,7,22,5,29,5,1,Saturday,-4709.5
2023-07-23,44795,21.6,21.2,37567,38826.5,0,2023,7,23,6,29,6,1,Sunday,-1750.5
2023-07-24,51051,20.6,21.2,42433,43897.5,0,2023,7,24,0,30,0,0,Monday,5071.0
2023-07-25,50279,18.2,21.2,43015,44180.0,0,2023,7,25,1,30,1,0,Tuesday,282.5
2023-07-26,50122,18.8,21.2,43338,44189.0,0,2023,7,26,2,30,2,0,Wednesday,9.0
2023-07-27,50268,20.4,21.2,43013,44479.5,0,2023,7,27,3,30,3,0,Thursday,290.5
2023-07-28,50196,21.4,21.2,42219,43684.5,0,2023,7,28,4,30,4,0,Friday,-795.0
2023-07-29,45693,21.2,21.2,37741,39313.5,0,2023,7,29,5,30,5,1,Saturday,-4371.0
2023-07-30,42740,20.1,21.2,35586,37236.5,0,2023,7,30,6,30,6,1,Sunday,-2077.0
2023-07-31,47922,20.3,21.2,40074,41509.0,0,2023,7,31,0,31,0,0,Monday,4272.5
2023-08-01,48343,20.2,21.2,40521,42137.5,0,2023,8,1,1,31,1,0,Tuesday,628.5
2023-08-02,49572,20.9,21.1,40834,42686.5,0,2023,8,2,2,31,2,0,Wednesday,549.0
2023-08-03,48357,18.8,21.1,40398,41989.5,0,2023,8,3,3,31,3,0,Thursday,-697.0
2023-08-04,46914,17.8,21.1,39904,40863.0,0,2023,8,4,4,31,4,0,Friday,-1126.5
2023-08-05,43271,17.4,21.0,36771,37961.5,0,2023,8,5,5,31,5,1,Saturday,-2901.5
2023-08-06,41654,17.3,21.0,35380,36528.5,0,2023,8,6,6,31,6,1,Sunday,-1433.0
2023-08-07,45703,17.6,20.9,39292,39905.5,0,2023,8,7,0,32,0,0,Monday,3377.0
2023-08-08,46089,19.2,20.9,39869,40548.0,0,2023,8,8,1,32,1,0,Tuesday,642.5
2023-08-09,46470,21.0,20.8,39947,40606.0,0,2023,8,9,2,32,2,0,Wednesday,58.0
2023-08-10,47251,22.3,20.8,39869,40849.0,0,2023,8,10,3,32,3,0,Thursday,243.0
2023-08-11,48242,22.5,20.7,39932,41067.0,0,2023,8,11,4,32,4,0,Friday,218.0
2023-08-12,44050,22.3,20.7,36646,38027.5,0,2023,8,12,5,32,5,1,Saturday,-3039.5
2023-08-13,41701,21.4,20.6,34806,36183.0,0,2023,8,13,6,32,6,1,Sunday,-1844.5
2023-08-14,45732,22.1,20.5,37577,38884.0,0,2023,8,14,0,33,0,0,Monday,2701.0
2023-08-15,43306,21.8,20.4,36251,37368.5,1,2023,8,15,1,33,1,0,Tuesday,-1515.5
2023-08-16,47814,22.3,20.4,39208,40505.0,0,2023,8,16,2,33,2,0,Wednesday,3136.5
2023-08-17,48460,23.9,20.3,40011,41459.5,0,2023,8,17,3,33,3,0,Thursday,954.5
2023-08-18,49472,24.9,20.2,40143,41857.0,0,2023,8,18,4,33,4,0,Friday,397.5
2023-08-19,45974,24.8,20.1,37350,39145.5,0,2023,8,19,5,33,5,1,Saturday,-2711.5
2023-08-20,44465,25.1,20.0,36206,37632.5,0,2023,8,20,6,33,6,1,Sunday,-1513.0
2023-08-21,52431,25.3,19.9,41333,43380.0,0,2023,8,21,0,34,0,0,Monday,5747.5
2023-08-22,53980,25.9,19.9,42838,45154.5,0,2023,8,22,1,34,1,0,Tuesday,1774.5
2023-08-23,55086,26.4,19.8,43231,45826.5,0,2023,8,23,2,34,2,0,Wednesday,672.0
2023-08-24,54703,25.8,19.6,42911,45698.0,0,2023,8,24,3,34,3,0,Thursday,-128.5
2023-08-25,52031,21.8,19.5,42089,44078.5,0,2023,8,25,4,34,4,0,Friday,-1619.5
2023-08-26,45741,18.8,19.4,37996,39454.0,0,2023,8,26,5,34,5,1,Saturday,-4624.5
2023-08-27,42372,17.2,19.3,36292,37098.5,0,2023,8,27,6,34,6,1,Sunday,-2355.5
2023-08-28,49274,16.9,19.2,41400,42442.0,0,2023,8,28,0,35,0,0,Monday,5343.5
2023-08-29,49966,16.6,19.1,42877,43605.5,0,2023,8,29,1,35,1,0,Tuesday,1163.5
2023-08-30,50121,17.0,19.0,43096,43842.5,0,2023,8,30,2,35,2,0,Wednesday,237.0
2023-08-31,50697,17.7,18.9,43163,44272.0,0,2023,8,31,3,35,3,0,Thursday,429.5
2023-09-01,50664,20.2,18.8,42909,43972.5,0,2023,9,1,4,35,4,0,Friday,-299.5
2023-09-02,46342,21.2,18.6,38592,39535.0,0,2023,9,2,5,35,5,1,Saturday,-4437.5
2023-09-03,44399,23.2,18.5,36271,37625.0,0,2023,9,3,6,35,6,1,Sunday,-1910.0
2023-09-04,52184,24.6,18.4,41551,43444.0,0,2023,9,4,0,36,0,0,Monday,5819.0
2023-09-05,53182,24.9,18.3,43227,44796.0,0,2023,9,5,1,36,1,0,Tuesday,1352.0
2023-09-06,53584,24.5,18.2,43412,44996.0,0,2023,9,6,2,36,2,0,Wednesday,200.0
2023-09-07,53196,24.4,18.0,43389,45140.0,0,2023,9,7,3,36,3,0,Thursday,144.0
2023-09-08,54289,24.9,17.9,43197,45181.0,0,2023,9,8,4,36,4,0,Friday,41.0
2023-09-09,47863,25.2,17.8,38286,39921.5,0,2023,9,9,5,36,5,1,Saturday,-5259.5
2023-09-10,47041,24.8,17.7,35934,39230.5,0,2023,9,10,6,36,6,1,Sunday,-691.0
2023-09-11,52740,22.7,17.5,42133,43844.5,0,2023,9,11,0,37,0,0,Monday,4614.0
2023-09-12,53236,20.5,17.4,43275,44035.0,0,2023,9,12,1,37,1,0,Tuesday,190.5
2023-09-13,51469,19.4,17.3,43724,44460.0,0,2023,9,13,2,37,2,0,Wednesday,425.0
2023-09-14,50972,19.5,17.2,43932,44576.5,0,2023,9,14,3,37,3,0,Thursday,116.5
2023-09-15,50728,20.5,17.0,42896,44051.0,0,2023,9,15,4,37,4,0,Friday,-525.5
2023-09-16,46642,21.0,16.9,38280,39711.0,0,2023,9,16,5,37,5,1,Saturday,-4340.0
2023-09-17,44794,21.8,16.8,36335,37995.0,0,2023,9,17,6,37,6,1,Sunday,-1716.0
2023-09-18,50909,19.7,16.6,41866,43430.5,0,2023,9,18,0,38,0,0,Monday,5435.5
2023-09-19,50462,18.4,16.5,43216,44227.5,0,2023,9,19,1,38,1,0,Tuesday,797.0
2023-09-20,50916,19.2,16.4,43591,44505.5,0,2023,9,20,2,38,2,0,Wednesday,278.0
2023-09-21,50418,17.0,16.3,43680,44468.5,0,2023,9,21,3,38,3,0,Thursday,-37.0
2023-09-22,50246,14.8,16.1,42366,43724.5,0,2023,9,22,4,38,4,0,Friday,-744.0
2023-09-23,45023,14.1,16.0,38222,39052.0,0,2023,9,23,5,38,5,1,Saturday,-4672.5
2023-09-24,43149,15.0,15.9,36760,37477.0,0,2023,9,24,6,38,6,1,Sunday,-1575.0
2023-09-25,49294,16.6,15.7,43143,43286.0,0,2023,9,25,0,39,0,0,Monday,5809.0
2023-09-26,49625,18.1,15.6,43844,44038.0,0,2023,9,26,1,39,1,0,Tuesday,752.0
2023-09-27,50367,18.9,15.5,44004,44381.0,0,2023,9,27,2,39,2,0,Wednesday,343.0
2023-09-28,49896,19.3,15.3,43927,44426.5,0,2023,9,28,3,39,3,0,Thursday,45.5
2023-09-29,50288,19.2,15.2,43128,44007.5,0,2023,9,29,4,39,4,0,Friday,-419.0
2023-09-30,45365,18.0,15.1,39118,39597.0,0,2023,9,30,5,39,5,1,Saturday,-4410.5
2023-10-01,43750,19.4,15.0,37329,38039.0,0,2023,10,1,6,39,6,1,Sunday,-1558.0
2023-10-02,51900,20.6,14.8,42520,44006.0,0,2023,10,2,0,40,0,0,Monday,5967.0
2023-10-03,52310,18.9,14.7,43490,45825.5,0,2023,10,3,1,40,1,0,Tuesday,1819.5
2023-10-04,51198,15.2,14.6,44281,44161.5,0,2023,10,4,2,40,2,0,Wednesday,-1664.0
2023-10-05,50132,15.0,14.4,44812,45053.5,0,2023,10,5,3,40,3,0,Thursday,892.0
2023-10-06,50205,15.3,14.3,44516,44864.0,0,2023,10,6,4,40,4,0,Friday,-189.5
2023-10-07,45792,16.5,14.2,40037,40333.0,0,2023,10,7,5,40,5,1,Saturday,-4531.0
2023-10-08,43759,18.2,14.0,38571,38475.5,0,2023,10,8,6,40,6,1,Sunday,-1857.5
2023-10-09,49892,18.6,13.9,44291,44060.0,0,2023,10,9,0,41,0,0,Monday,5584.5
2023-10-10,50020,18.2,13.8,45387,45162.0,0,2023,10,10,1,41,1,0,Tuesday,1102.0
2023-10-11,50420,18.7,13.6,45295,45420.5,0,2023,10,11,2,41,2,0,Wednesday,258.5
2023-10-12,50586,19.2,13.5,45085,45361.0,0,2023,10,12,3,41,3,0,Thursday,-59.5
2023-10-13,50180,20.2,13.4,44061,44901.5,0,2023,10,13,4,41,4,0,Friday,-459.5
2023-10-14,45936,15.5,13.2,40631,40707.0,0,2023,10,14,5,41,5,1,Saturday,-4194.5
2023-10-15,45328,11.8,13.1,39051,39413.5,0,2023,10,15,6,41,6,1,Sunday,-1293.5
2023-10-16,53316,11.2,13.0,44162,45845.5,0,2023,10,16,0,42,0,0,Monday,6432.0
2023-10-17,53458,13.7,12.8,46409,47993.0,0,2023,10,17,1,42,1,0,Tuesday,2147.5
2023-10-18,54178,16.6,12.7,48335,49127.5,0,2023,10,18,2,42,2,0,Wednesday,1134.5
2023-10-19,52735,17.3,12.6,48485,48322.5,0,2023,10,19,3,42,3,0,Thursday,-805.0
2023-10-20,52188,15.3,12.4,48211,47701.5,0,2023,10,20,4,42,4,0,Friday,-621.0
2023-10-21,48298,13.7,12.3,43461,43705.0,0,2023,10,21,5,42,5,1,Saturday,-3996.5
2023-10-22,46591,12.7,12.1,41742,41606.5,0,2023,10,22,6,42,6,1,Sunday,-2098.5
2023-10-23,55106,12.7,12.0,47768,48103.5,0,2023,10,23,0,43,0,0,Monday,6497.0
2023-10-24,54190,13.4,11.9,48772,48915.5,0,2023,10,24,1,43,1,0,Tuesday,812.0
2023-10-25,55069,13.8,11.7,49813,49774.5,0,2023,10,25,2,43,2,0,Wednesday,859.0
2023-10-26,55169,13.9,11.6,50309,50086.0,0,2023,10,26,3,43,3,0,Thursday,311.5
2023-10-27,54658,13.0,11.4,49729,49937.0,0,2023,10,27,4,43,4,0,Friday,-149.0
2023-10-28,50500,13.3,11.3,45365,45932.5,0,2023,10,28,5,43,5,1,Saturday,-4004.5
2023-10-29,48038,14.3,11.1,44089,44167.5,0,2023,10,29,6,43,6,1,Sunday,-1765.0
2023-10-30,55877,12.8,11.0,50320,50012.5,0,2023,10,30,0,44,0,0,Monday,5845.0
2023-10-31,54779,12.5,10.8,50267,50479.5,0,2023,10,31,1,44,1,0,Tuesday,467.0
2023-11-01,51505,12.1,10.7,46196,46721.0,1,2023,11,1,2,44,2,0,Wednesday,-3758.5
2023-11-02,58343,11.3,10.6,50182,50855.5,0,2023,11,2,3,44,3,0,Thursday,4134.5
2023-11-03,59001,8.7,10.4,50129,52248.0,0,2023,11,3,4,44,4,0,Friday,1392.5
2023-11-04,55029,10.5,10.3,47296,48982.5,0,2023,11,4,5,44,5,1,Saturday,-3265.5
2023-11-05,53508,11.8,10.1,46572,47451.5,0,2023,11,5,6,44,6,1,Sunday,-1531.0
2023-11-06,61788,10.3,10.0,52537,53899.0,0,2023,11,6,0,45,0,0,Monday,6447.5
2023-11-07,62948,9.3,9.8,53529,55298.5,0,2023,11,7,1,45,1,0,Tuesday,1399.5
2023-11-08,63992,9.7,9.7,54344,56765.5,0,2023,11,8,2,45,2,0,Wednesday,1467.0
2023-11-09,64527,9.8,9.5,54724,56276.0,0,2023,11,9,3,45,3,0,Thursday,-489.5
2023-11-10,63464,9.5,9.4,54818,57428.0,0,2023,11,10,4,45,4,0,Friday,1152.0
2023-11-11,56316,8.7,9.2,49242,50780.0,1,2023,11,11,5,45,5,1,Saturday,-6648.0
2023-11-12,55585,11.0,9.1,49120,49796.0,0,2023,11,12,6,45,6,1,Sunday,-984.0
2023-11-13,59752,14.4,8.9,56743,55506.0,0,2023,11,13,0,46,0,0,Monday,5710.0
2023-11-14,59711,13.7,8.8,58553,56469.0,0,2023,11,14,1,46,1,0,Tuesday,963.0
2023-11-15,60749,11.5,8.7,58226,56290.0,0,2023,11,15,2,46,2,0,Wednesday,-179.0
2023-11-16,62766,10.2,8.5,58607,57600.0,0,2023,11,16,3,46,3,0,Thursday,1310.0
2023-11-17,60940,9.7,8.4,57813,57002.0,0,2023,11,17,4,46,4,0,Friday,-598.0
2023-11-18,56095,10.6,8.2,53390,52660.5,0,2023,11,18,5,46,5,1,Saturday,-4341.5
2023-11-19,53110,12.6,8.1,52273,50262.5,0,2023,11,19,6,46,6,1,Sunday,-2398.0
2023-11-20,62372,11.0,8.0,58410,57441.5,0,2023,11,20,0,47,0,0,Monday,7179.0
2023-11-21,62681,10.5,7.8,59850,58086.0,0,2023,11,21,1,47,1,0,Tuesday,644.5
2023-11-22,65872,8.5,7.7,60396,59394.0,0,2023,11,22,2,47,2,0,Wednesday,1308.0
2023-11-23,66592,7.8,7.5,60600,60543.0,0,2023,11,23,3,47,3,0,Thursday,1149.0
2023-11-24,64185,9.0,7.4,59900,59697.0,0,2023,11,24,4,47,4,0,Friday,-846.0
2023-11-25,63663,5.2,7.3,55742,57057.5,0,2023,11,25,5,47,5,1,Saturday,-2639.5
2023-11-26,64804,4.0,7.2,53997,56591.0,0,2023,11,26,6,47,6,1,Sunday,-466.5
2023-11-27,71635,6.3,7.0,60207,62901.5,0,2023,11,27,0,48,0,0,Monday,6310.5
2023-11-28,71993,6.5,6.9,61348,63253.0,0,2023,11,28,1,48,1,0,Tuesday,351.5
2023-11-29,72806,4.9,6.8,61397,64661.0,0,2023,11,29,2,48,2,0,Wednesday,1408.0
2023-11-30,71243,6.1,6.7,60982,63784.0,0,2023,11,30,3,48,3,0,Thursday,-877.0
