Date,Pic journalier consommation (MW),Température moyenne (°C),Température référence (°C),Consommation à température normale (MW),Consommation Brut (MW),IsHoliday,Year,Month,Day,Weekday,WeekOfYear,DayOfWeek,IsWeekend,Weekday Name,Consommation_Diff
2022-09-07,52736,19.6,18.0,44495,44861.5,0,2022,9,7,2,36,2,0,Wednesday,-392.0
2022-09-08,51333,18.7,17.9,43938,44558.0,0,2022,9,8,3,36,3,0,Thursday,-303.5
2022-09-09,51323,18.1,17.8,43441,39997.0,0,2022,9,9,4,36,4,0,Friday,-4561.0
2022-09-10,46230,17.7,17.7,39254,38159.0,0,2022,9,10,5,36,5,1,Saturday,-1838.0
2022-09-11,44260,19.0,17.5,37711,44355.5,0,2022,9,11,6,36,6,1,Sunday,6196.5
2022-09-12,51891,21.7,17.4,43332,45420.5,0,2022,9,12,0,37,0,0,Monday,1065.0
2022-09-13,53007,22.8,17.3,44359,45274.5,0,2022,9,13,1,37,1,0,Tuesday,-146.0
2022-09-14,52955,21.2,17.2,44093,45038.5,0,2022,9,14,2,37,2,0,Wednesday,-236.0
2022-09-15,51980,19.3,17.0,44173,44502.0,0,2022,9,15,3,37,3,0,Thursday,-536.5
2022-09-16,51100,16.5,16.9,43416,39695.0,0,2022,9,16,4,37,4,0,Friday,-4807.0
2022-09-17,46034,13.7,16.8,38718,37856.5,0,2022,9,17,5,37,5,1,Saturday,-1838.5
2022-09-18,43882,13.8,16.6,36983,43897.5,0,2022,9,18,6,37,6,1,Sunday,6041.0
2022-09-19,50824,14.7,16.5,43075,45067.0,0,2022,9,19,0,38,0,0,Monday,1169.5
2022-09-20,51424,14.3,16.4,44213,45051.0,0,2022,9,20,1,38,1,0,Tuesday,-16.0
2022-09-21,51481,14.7,16.3,44311,45226.0,0,2022,9,21,2,38,2,0,Wednesday,175.0
2022-09-22,51349,14.8,16.1,44529,44853.0,0,2022,9,22,3,38,3,0,Thursday,-373.0
2022-09-23,51561,15.3,16.0,44304,40157.0,0,2022,9,23,4,38,4,0,Friday,-4696.0
2022-09-24,46696,14.9,15.9,39806,38286.0,0,2022,9,24,5,38,5,1,Saturday,-1871.0
2022-09-25,44869,14.3,15.7,37583,44968.5,0,2022,9,25,6,38,6,1,Sunday,6682.5
2022-09-26,52256,13.4,15.6,43020,46302.0,0,2022,9,26,0,39,0,0,Monday,1333.5
2022-09-27,53232,13.4,15.5,43759,46379.0,0,2022,9,27,1,39,1,0,Tuesday,77.0
2022-09-28,53732,13.8,15.3,44599,45711.5,0,2022,9,28,2,39,2,0,Wednesday,-667.5
2022-09-29,52994,12.3,15.2,43622,45511.0,0,2022,9,29,3,39,3,0,Thursday,-200.5
2022-09-30,53119,12.1,15.1,43145,41868.5,0,2022,9,30,4,39,4,0,Friday,-3642.5
2022-10-01,49177,15.5,15.0,40217,39544.5,0,2022,10,1,5,39,5,1,Saturday,-2324.0
2022-10-02,45721,16.8,14.8,38903,45314.5,0,2022,10,2,6,39,6,1,Sunday,5770.0
2022-10-03,52290,14.6,14.7,44338,46144.5,0,2022,10,3,0,40,0,0,Monday,830.0
2022-10-04,52536,14.4,14.6,44892,46218.5,0,2022,10,4,1,40,1,0,Tuesday,74.0
2022-10-05,52286,16.4,14.4,45355,45992.0,0,2022,10,5,2,40,2,0,Wednesday,-226.5
2022-10-06,51512,14.9,14.3,45543,45538.5,0,2022,10,6,3,40,3,0,Thursday,-453.5
2022-10-07,51545,14.4,14.2,44696,41062.5,0,2022,10,7,4,40,4,0,Friday,-4476.0
2022-10-08,46905,14.3,14.0,40417,39378.5,0,2022,10,8,5,40,5,1,Saturday,-1684.0
2022-10-09,45409,13.7,13.9,38222,45413.0,0,2022,10,9,6,40,6,1,Sunday,6034.5
2022-10-10,51635,15.6,13.8,44579,46385.0,0,2022,10,10,0,41,0,0,Monday,972.0
2022-10-11,51940,14.5,13.6,45760,46756.0,0,2022,10,11,1,41,1,0,Tuesday,371.0
2022-10-12,52829,14.1,13.5,46060,46964.0,0,2022,10,12,2,41,2,0,Wednesday,208.0
2022-10-13,52648,14.7,13.4,46533,46719.5,0,2022,10,13,3,41,3,0,Thursday,-244.5
2022-10-14,52405,16.2,13.2,46576,41917.0,0,2022,10,14,4,41,4,0,Friday,-4802.5
2022-10-15,46826,16.5,13.1,42167,40188.5,0,2022,10,15,5,41,5,1,Saturday,-1728.5
2022-10-16,44754,17.7,13.0,40480,45604.0,0,2022,10,16,6,41,6,1,Sunday,5415.5
2022-10-17,51480,18.1,12.8,46230,46189.5,0,2022,10,17,0,42,0,0,Monday,585.5
2022-10-18,50507,17.9,12.7,47035,46480.5,0,2022,10,18,1,42,1,0,Tuesday,291.0
2022-10-19,51350,17.8,12.6,47014,46597.0,0,2022,10,19,2,42,2,0,Wednesday,116.5
2022-10-20,50946,17.7,12.4,47524,46332.5,0,2022,10,20,3,42,3,0,Thursday,-264.5
2022-10-21,50220,17.4,12.3,47163,42012.0,0,2022,10,21,4,42,4,0,Friday,-4320.5
2022-10-22,44951,16.9,12.1,43208,40273.0,0,2022,10,22,5,42,5,1,Saturday,-1739.0
2022-10-23,43902,18.3,12.0,40526,46485.0,0,2022,10,23,6,42,6,1,Sunday,6212.0
2022-10-24,51412,17.0,11.9,47494,47331.5,0,2022,10,24,0,43,0,0,Monday,846.5
2022-10-25,51065,15.9,11.7,48721,47311.0,0,2022,10,25,1,43,1,0,Tuesday,-20.5
2022-10-26,51045,17.4,11.6,49000,47251.5,0,2022,10,26,2,43,2,0,Wednesday,-59.5
2022-10-27,50580,18.0,11.4,48931,46810.0,0,2022,10,27,3,43,3,0,Thursday,-441.5
2022-10-28,49563,18.5,11.3,48493,42235.5,0,2022,10,28,4,43,4,0,Friday,-4574.5
2022-10-29,44183,18.1,11.1,44420,40631.5,0,2022,10,29,5,43,5,1,Saturday,-1604.0
2022-10-30,43302,15.8,11.0,42829,44254.5,0,2022,10,30,6,43,6,1,Sunday,3623.0
2022-10-31,46758,15.8,10.8,46606,47554.5,0,2022,10,31,0,44,0,0,Monday,3300.0
2022-11-01,46178,14.5,10.7,45055,43216.0,1,2022,11,1,1,44,1,0,Tuesday,-4338.5
2022-11-02,52986,13.0,10.6,50436,50126.5,0,2022,11,2,2,44,2,0,Wednesday,6910.5
2022-11-03,54897,12.1,10.4,51935,50668.0,0,2022,11,3,3,44,3,0,Thursday,541.5
2022-11-04,55272,10.4,10.3,51632,46888.5,0,2022,11,4,4,44,4,0,Friday,-3779.5
2022-11-05,51295,9.5,10.1,46835,45903.5,0,2022,11,5,5,44,5,1,Saturday,-985.0
2022-11-06,51469,10.4,10.0,45900,51864.5,0,2022,11,6,6,44,6,1,Sunday,5961.0
2022-11-07,57106,12.7,9.8,53062,53014.5,0,2022,11,7,0,45,0,0,Monday,1150.0
2022-11-08,56824,13.6,9.7,54949,53291.5,0,2022,11,8,1,45,1,0,Tuesday,277.0
2022-11-09,57613,12.9,9.5,55530,53137.5,0,2022,11,9,2,45,2,0,Wednesday,-154.0
2022-11-10,56216,10.7,9.4,54860,47554.5,0,2022,11,10,3,45,3,0,Thursday,-5583.0
2022-11-11,50833,10.8,9.2,49579,48211.0,1,2022,11,11,4,45,4,0,Friday,656.5
2022-11-12,49966,11.3,9.1,49181,46815.0,0,2022,11,12,5,45,5,1,Saturday,-1396.0
2022-11-13,50826,11.1,8.9,48729,53570.0,0,2022,11,13,6,45,6,1,Sunday,6755.0
2022-11-14,59332,10.8,8.8,54978,54891.5,0,2022,11,14,0,46,0,0,Monday,1321.5
2022-11-15,59277,11.9,8.7,56854,55504.5,0,2022,11,15,1,46,1,0,Tuesday,613.0
2022-11-16,59846,11.7,8.5,57799,55657.0,0,2022,11,16,2,46,2,0,Wednesday,152.5
2022-11-17,59769,12.2,8.4,58675,55808.0,0,2022,11,17,3,46,3,0,Thursday,151.0
2022-11-18,59355,9.7,8.2,57558,51526.5,0,2022,11,18,4,46,4,0,Friday,-4281.5
2022-11-19,55749,7.5,8.1,52188,50400.5,0,2022,11,19,5,46,5,1,Saturday,-1126.0
2022-11-20,56195,8.0,8.0,50469,57895.5,0,2022,11,20,6,46,6,1,Sunday,7495.0
2022-11-21,66937,7.8,7.8,57802,59584.0,0,2022,11,21,0,47,0,0,Monday,1688.5
2022-11-22,66423,8.2,7.7,59652,59818.0,0,2022,11,22,1,47,1,0,Tuesday,234.0
2022-11-23,65627,9.1,7.5,60582,59478.5,0,2022,11,23,2,47,2,0,Wednesday,-339.5
2022-11-24,64544,9.7,7.4,60550,58690.5,0,2022,11,24,3,47,3,0,Thursday,-788.0
2022-11-25,62422,9.3,7.3,60186,54539.5,0,2022,11,25,4,47,4,0,Friday,-4151.0
2022-11-26,58328,7.3,7.2,55170,52910.5,0,2022,11,26,5,47,5,1,Saturday,-1629.0
2022-11-27,58103,8.1,7.0,53406,58935.0,0,2022,11,27,6,47,6,1,Sunday,6024.5
2022-11-28,66372,8.6,6.9,60008,61259.0,0,2022,11,28,0,48,0,0,Monday,2324.0
2022-11-29,68400,7.1,6.8,61761,62071.5,0,2022,11,29,1,48,1,0,Tuesday,812.5
2022-11-30,69864,6.2,6.7,61910,63119.0,0,2022,11,30,2,48,2,0,Wednesday,1047.5
2022-12-01,71863,5.3,6.5,61537,61893.0,0,2022,12,1,3,48,3,0,Thursday,-1226.0
2022-12-02,70827,4.4,6.4,60969,57746.0,0,2022,12,2,4,48,4,0,Friday,-4147.0
2022-12-03,66265,4.3,6.3,56335,56692.0,0,2022,12,3,5,48,5,1,Saturday,-1054.0
2022-12-04,66644,4.1,6.2,55166,63754.0,0,2022,12,4,6,48,6,1,Sunday,7062.0
2022-12-05,75318,3.8,6.1,62193,65035.0,0,2022,12,5,0,49,0,0,Monday,1281.0
2022-12-06,75045,3.9,6.0,63520,65043.5,0,2022,12,6,1,49,1,0,Tuesday,8.5
2022-12-07,75599,3.6,5.9,63523,65656.0,0,2022,12,7,2,49,2,0,Wednesday,612.5
2022-12-08,77134,2.7,5.8,63345,64946.5,0,2022,12,8,3,49,3,0,Thursday,-709.5
2022-12-09,75750,2.9,5.7,62617,61449.0,0,2022,12,9,4,49,4,0,Friday,-3497.5
2022-12-10,72828,1.4,5.6,58442,61667.5,0,2022,12,10,5,49,5,1,Saturday,218.5
2022-12-11,75551,-0.7,5.5,57167,69279.0,0,2022,12,11,6,49,6,1,Sunday,7611.5
2022-12-12,84603,-0.7,5.4,64084,69542.0,0,2022,12,12,0,50,0,0,Monday,263.0
2022-12-13,82616,1.0,5.4,64881,67415.0,0,2022,12,13,1,50,1,0,Tuesday,-2127.0
2022-12-14,78190,3.9,5.3,64540,67759.0,0,2022,12,14,2,50,2,0,Wednesday,344.0
2022-12-15,79048,3.5,5.2,65515,67669.0,0,2022,12,15,3,50,3,0,Thursday,-90.0
2022-12-16,78907,2.0,5.2,65360,65597.5,0,2022,12,16,4,50,4,0,Friday,-2071.5
2022-12-17,76893,-0.7,5.1,61599,63275.0,0,2022,12,17,5,50,5,1,Saturday,-2322.5
2022-12-18,73199,1.8,5.0,59324,69989.5,0,2022,12,18,6,50,6,1,Sunday,6714.5
2022-12-19,70049,9.6,5.0,64029,70220.0,0,2022,12,19,0,51,0,0,Monday,230.5
2022-12-20,65299,11.3,4.9,65193,68059.5,0,2022,12,20,1,51,1,0,Tuesday,-2160.5
2022-12-21,62934,10.9,4.9,64859,61277.0,0,2022,12,21,2,51,2,0,Wednesday,-6782.5
2022-12-22,61160,12.1,4.8,65450,60650.5,0,2022,12,22,3,51,3,0,Thursday,-626.5
2022-12-23,56346,13.0,4.8,63459,57800.5,0,2022,12,23,4,51,4,0,Friday,-2850.0
2022-12-24,51159,11.2,4.8,58846,53379.0,0,2022,12,24,5,51,5,1,Saturday,-4421.5
2022-12-25,48643,10.9,4.7,55814,50505.5,1,2022,12,25,6,51,6,1,Sunday,-2873.5
2022-12-26,56760,10.2,4.7,60210,55442.5,0,2022,12,26,0,52,0,0,Monday,4937.0
2022-12-27,60376,7.4,4.7,61747,58347.0,0,2022,12,27,1,52,1,0,Tuesday,2904.5
2022-12-28,59674,9.1,4.7,61864,58556.5,0,2022,12,28,2,52,2,0,Wednesday,209.5
2022-12-29,59043,10.0,4.6,62459,57904.5,0,2022,12,29,3,52,3,0,Thursday,-652.0
2022-12-30,58205,10.5,4.6,62565,58064.0,0,2022,12,30,4,52,4,0,Friday,159.5
2022-12-31,51083,13.8,4.6,60670,54101.0,0,2022,12,31,5,52,5,1,Saturday,-3963.0
2023-01-01,49585,12.7,4.6,59015,47554.5,1,2023,1,1,6,52,6,1,Sunday,-6546.5
2023-01-02,60205,10.7,4.6,64007,58041.0,0,2023,1,2,0,1,0,0,Monday,10486.5
2023-01-03,64591,8.4,4.6,66810,62536.5,0,2023,1,3,1,1,1,0,Tuesday,4495.5
2023-01-04,64712,9.8,4.6,67645,63862.5,0,2023,1,4,2,1,2,0,Wednesday,1326.0
2023-01-05,62876,11.2,4.6,68245,62953.5,0,2023,1,5,3,1,3,0,Thursday,-909.0
2023-01-06,61346,10.1,4.6,67563,62402.5,0,2023,1,6,4,1,4,0,Friday,-551.0
2023-01-07,56715,9.6,4.6,62435,57688.5,0,2023,1,7,5,1,5,1,Saturday,-4714.0
2023-01-08,57849,9.2,4.7,60445,56391.5,0,2023,1,8,6,1,6,1,Sunday,-1297.0
2023-01-09,69686,7.6,4.7,67592,64878.5,0,2023,1,9,0,2,0,0,Monday,8487.0
2023-01-10,68357,7.9,4.7,68827,66268.0,0,2023,1,10,1,2,1,0,Tuesday,1389.5
2023-01-11,67091,9.4,4.7,68319,64959.5,0,2023,1,11,2,2,2,0,Wednesday,-1308.5
2023-01-12,66954,9.6,4.7,68441,65372.5,0,2023,1,12,3,2,3,0,Thursday,413.0
2023-01-13,64891,9.2,4.8,67784,64388.5,0,2023,1,13,4,2,4,0,Friday,-984.0
2023-01-14,59371,9.3,4.8,63015,59650.0,0,2023,1,14,5,2,5,1,Saturday,-4738.5
2023-01-15,62765,7.2,4.8,60827,58707.0,0,2023,1,15,6,2,6,1,Sunday,-943.0
2023-01-16,73841,5.5,4.9,68430,67187.0,0,2023,1,16,0,3,0,0,Monday,8480.0
2023-01-17,76402,3.6,4.9,68400,68833.5,0,2023,1,17,1,3,1,0,Tuesday,1646.5
2023-01-18,79151,2.3,4.9,68669,70453.5,0,2023,1,18,2,3,2,0,Wednesday,1620.0
2023-01-19,78915,1.9,5.0,67394,70577.5,0,2023,1,19,3,3,3,0,Thursday,124.0
2023-01-20,80865,1.9,5.0,67458,71029.5,0,2023,1,20,4,3,4,0,Friday,452.0
2023-01-21,74341,1.5,5.1,62037,66048.0,0,2023,1,21,5,3,5,1,Saturday,-4981.5
2023-01-22,77409,0.3,5.1,60856,66082.0,0,2023,1,22,6,3,6,1,Sunday,34.0
2023-01-23,84682,1.3,5.2,66515,72641.0,0,2023,1,23,0,4,0,0,Monday,6559.0
2023-01-24,82771,2.7,5.2,67152,72557.5,0,2023,1,24,1,4,1,0,Tuesday,-83.5
2023-01-25,83877,2.0,5.2,67810,72761.0,0,2023,1,25,2,4,2,0,Wednesday,203.5
2023-01-26,82003,2.5,5.3,67723,71620.5,0,2023,1,26,3,4,3,0,Thursday,-1140.5
2023-01-27,78948,3.4,5.3,66172,70425.0,0,2023,1,27,4,4,4,0,Friday,-1195.5
2023-01-28,73865,2.9,5.4,61226,65266.0,0,2023,1,28,5,4,5,1,Saturday,-5159.0
2023-01-29,72910,2.1,5.4,59112,63187.5,0,2023,1,29,6,4,6,1,Sunday,-2078.5
2023-01-30,78811,4.0,5.5,65268,68779.0,0,2023,1,30,0,5,0,0,Monday,5591.5
2023-01-31,75214,5.6,5.5,64329,66645.5,0,2023,1,31,1,5,1,0,Tuesday,-2133.5
2023-02-01,73390,7.0,5.6,64951,66344.5,0,2023,2,1,2,5,2,0,Wednesday,-301.0
2023-02-02,72413,7.2,5.6,65672,66460.0,0,2023,2,2,3,5,3,0,Thursday,115.5
2023-02-03,72061,7.5,5.7,65090,65492.0,0,2023,2,3,4,5,4,0,Friday,-968.0
2023-02-04,62497,8.0,5.8,59907,59465.5,0,2023,2,4,5,5,5,1,Saturday,-6026.5
2023-02-05,63134,7.2,5.8,57574,57458.5,0,2023,2,5,6,5,6,1,Sunday,-2007.0
2023-02-06,73580,4.8,5.9,64136,65366.5,0,2023,2,6,0,6,0,0,Monday,7908.0
2023-02-07,75660,3.3,5.9,64028,66914.5,0,2023,2,7,1,6,1,0,Tuesday,1548.0
2023-02-08,80269,2.2,6.0,64932,68157.0,0,2023,2,8,2,6,2,0,Wednesday,1242.5
2023-02-09,81777,2.3,6.0,65251,69187.5,0,2023,2,9,3,6,3,0,Thursday,1030.5
2023-02-10,78425,3.9,6.1,63951,67111.0,0,2023,2,10,4,6,4,0,Friday,-2076.5
2023-02-11,68788,4.3,6.1,58423,60864.0,0,2023,2,11,5,6,5,1,Saturday,-6247.0
2023-02-12,64314,5.5,6.2,56093,58021.5,0,2023,2,12,6,6,6,1,Sunday,-2842.5
2023-02-13,75742,5.7,6.2,62858,64356.5,0,2023,2,13,0,7,0,0,Monday,6335.0
2023-02-14,74587,6.4,6.3,63605,64312.0,0,2023,2,14,1,7,1,0,Tuesday,-44.5
2023-02-15,71714,7.3,6.4,62903,63466.0,0,2023,2,15,2,7,2,0,Wednesday,-846.0
2023-02-16,68545,8.4,6.4,61681,62003.5,0,2023,2,16,3,7,3,0,Thursday,-1462.5
2023-02-17,63963,10.6,6.5,61177,60518.0,0,2023,2,17,4,7,4,0,Friday,-1485.5
2023-02-18,56914,10.6,6.5,56706,55408.5,0,2023,2,18,5,7,5,1,Saturday,-5109.5
2023-02-19,56219,9.7,6.6,54735,53057.0,0,2023,2,19,6,7,6,1,Sunday,-2351.5
2023-02-20,65703,7.9,6.7,61304,59987.0,0,2023,2,20,0,8,0,0,Monday,6930.0
2023-02-21,66360,8.8,6.7,62118,60771.0,0,2023,2,21,1,8,1,0,Tuesday,784.0
2023-02-22,65589,9.0,6.8,61780,60840.0,0,2023,2,22,2,8,2,0,Wednesday,69.0
2023-02-23,66841,8.1,6.8,61561,61499.0,0,2023,2,23,3,8,3,0,Thursday,659.0
2023-02-24,64686,8.1,6.9,60355,60590.5,0,2023,2,24,4,8,4,0,Friday,-908.5
2023-02-25,62830,6.3,7.0,54742,57134.5,0,2023,2,25,5,8,5,1,Saturday,-3456.0
2023-02-26,68485,3.4,7.0,53188,57893.5,0,2023,2,26,6,8,6,1,Sunday,759.0
2023-02-27,77235,2.7,7.1,60628,66570.5,0,2023,2,27,0,9,0,0,Monday,8677.0
2023-02-28,78197,2.5,7.2,60979,67623.0,0,2023,2,28,1,9,1,0,Tuesday,1052.5
2023-03-01,78640,3.0,7.2,60177,66619.0,0,2023,3,1,2,9,2,0,Wednesday,-1004.0
2023-03-02,77281,4.1,7.3,60298,65589.5,0,2023,3,2,3,9,3,0,Thursday,-1029.5
2023-03-03,75046,5.0,7.4,59258,64036.0,0,2023,3,3,4,9,4,0,Friday,-1553.5
2023-03-04,65286,5.1,7.4,54503,58339.5,0,2023,3,4,5,9,5,1,Saturday,-5696.5
2023-03-05,64416,5.2,7.5,52462,55703.5,0,2023,3,5,6,9,6,1,Sunday,-2636.0
2023-03-06,72051,5.0,7.6,57711,62063.5,0,2023,3,6,0,10,0,0,Monday,6360.0
2023-03-07,69566,5.8,7.7,56184,61296.0,0,2023,3,7,1,10,1,0,Tuesday,-767.5
2023-03-08,66164,9.6,7.8,56586,60127.0,0,2023,3,8,2,10,2,0,Wednesday,-1169.0
2023-03-09,61804,11.9,7.8,57331,58529.5,0,2023,3,9,3,10,3,0,Thursday,-1597.5
2023-03-10,64784,9.5,7.9,58916,58988.5,0,2023,3,10,4,10,4,0,Friday,459.0
2023-03-11,57458,8.7,8.0,53184,53753.5,0,2023,3,11,5,10,5,1,Saturday,-5235.0
2023-03-12,53398,12.0,8.1,50162,50230.0,0,2023,3,12,6,10,6,1,Sunday,-3523.5
2023-03-13,57690,13.4,8.2,56707,55096.0,0,2023,3,13,0,11,0,0,Monday,4866.0
2023-03-14,62214,9.5,8.2,57758,56993.0,0,2023,3,14,1,11,1,0,Tuesday,1897.0
2023-03-15,63034,8.0,8.3,56568,57228.0,0,2023,3,15,2,11,2,0,Wednesday,235.0
2023-03-16,61863,10.6,8.4,56240,56133.5,0,2023,3,16,3,11,3,0,Thursday,-1094.5
2023-03-17,58013,12.0,8.5,56095,54845.0,0,2023,3,17,4,11,4,0,Friday,-1288.5
2023-03-18,51299,11.5,8.6,50739,49702.5,0,2023,3,18,5,11,5,1,Saturday,-5142.5
2023-03-19,52920,10.3,8.7,48839,48095.5,0,2023,3,19,6,11,6,1,Sunday,-1607.0
2023-03-20,59138,9.7,8.8,54537,54062.0,0,2023,3,20,0,12,0,0,Monday,5966.5
2023-03-21,57927,11.0,8.9,54491,54038.0,0,2023,3,21,1,12,1,0,Tuesday,-24.0
2023-03-22,57498,12.0,9.0,54452,54503.0,0,2023,3,22,2,12,2,0,Wednesday,465.0
2023-03-23,55038,13.6,9.1,54044,53200.0,0,2023,3,23,3,12,3,0,Thursday,-1303.0
2023-03-24,54683,12.4,9.2,54046,53031.5,0,2023,3,24,4,12,4,0,Friday,-168.5
2023-03-25,50606,11.3,9.3,49623,49081.0,0,2023,3,25,5,12,5,1,Saturday,-3950.5
2023-03-26,51772,10.1,9.4,47497,47793.0,0,2023,3,26,6,12,6,1,Sunday,-1288.0
2023-03-27,60522,8.3,9.5,52894,53947.0,0,2023,3,27,0,13,0,0,Monday,6154.0
2023-03-28,63468,8.3,9.7,53275,54649.5,0,2023,3,28,1,13,1,0,Tuesday,702.5
2023-03-29,58165,14.0,9.8,53409,53098.5,0,2023,3,29,2,13,2,0,Wednesday,-1551.0
2023-03-30,54169,14.1,9.9,52941,52170.0,0,2023,3,30,3,13,3,0,Thursday,-928.5
2023-03-31,54850,12.5,10.0,52831,52420.0,0,2023,3,31,4,13,4,0,Friday,250.0
2023-04-01,51375,10.7,10.1,48006,48739.0,0,2023,4,1,5,13,5,1,Saturday,-3681.0
2023-04-02,53544,9.2,10.2,45941,47609.0,0,2023,4,2,6,13,6,1,Sunday,-1130.0
2023-04-03,61960,8.4,10.3,51232,53716.0,0,2023,4,3,0,14,0,0,Monday,6107.0
2023-04-04,64968,7.3,10.5,51457,54525.5,0,2023,4,4,1,14,1,0,Tuesday,809.5
2023-04-05,66074,7.9,10.6,51579,54173.5,0,2023,4,5,2,14,2,0,Wednesday,-352.0
2023-04-06,60636,10.1,10.7,50045,52434.5,0,2023,4,6,3,14,3,0,Thursday,-1739.0
2023-04-07,59789,9.9,10.8,49300,51414.5,0,2023,4,7,4,14,4,0,Friday,-1020.0
2023-04-08,51524,10.2,11.0,44996,46697.0,0,2023,4,8,5,14,5,1,Saturday,-4717.5
2023-04-09,47287,11.8,11.1,42589,43466.0,0,2023,4,9,6,14,6,1,Sunday,-3231.0
2023-04-10,47907,12.3,11.2,43285,43820.0,1,2023,4,10,0,15,0,0,Monday,354.0
2023-04-11,55582,11.7,11.3,48297,49962.0,0,2023,4,11,1,15,1,0,Tuesday,6142.0
2023-04-12,56541,10.6,11.5,49010,51358.5,0,2023,4,12,2,15,2,0,Wednesday,1396.5
2023-04-13,58864,8.8,11.6,47861,51370.5,0,2023,4,13,3,15,3,0,Thursday,12.0
2023-04-14,59791,8.9,11.7,47102,51313.5,0,2023,4,14,4,15,4,0,Friday,-57.0
2023-04-15,53218,10.2,11.9,43651,46770.5,0,2023,4,15,5,15,5,1,Saturday,-4543.0
2023-04-16,49907,10.3,12.0,41648,44524.0,0,2023,4,16,6,15,6,1,Sunday,-2246.5
2023-04-17,57220,10.6,12.1,46422,49419.0,0,2023,4,17,0,16,0,0,Monday,4895.0
2023-04-18,56687,11.3,12.3,46418,49245.5,0,2023,4,18,1,16,1,0,Tuesday,-173.5
2023-04-19,54934,13.2,12.4,46889,48818.0,0,2023,4,19,2,16,2,0,Wednesday,-427.5
2023-04-20,53686,11.1,12.5,46436,48536.5,0,2023,4,20,3,16,3,0,Thursday,-281.5
2023-04-21,55846,10.7,12.7,44779,47944.5,0,2023,4,21,4,16,4,0,Friday,-592.0
2023-04-22,50559,12.6,12.8,41021,43607.5,0,2023,4,22,5,16,5,1,Saturday,-4337.0
2023-04-23,48508,12.2,12.9,39705,42055.5,0,2023,4,23,6,16,6,1,Sunday,-1552.0
2023-04-24,55199,11.6,13.1,44828,47554.5,0,2023,4,24,0,17,0,0,Monday,5499.0
2023-04-25,56083,10.9,13.2,45190,48532.5,0,2023,4,25,1,17,1,0,Tuesday,978.0
2023-04-26,55889,12.1,13.3,45435,48440.5,0,2023,4,26,2,17,2,0,Wednesday,-92.0
2023-04-27,53118,14.8,13.4,45647,47598.5,0,2023,4,27,3,17,3,0,Thursday,-842.0
2023-04-28,51912,16.9,13.6,45312,46432.0,0,2023,4,28,4,17,4,0,Friday,-1166.5
2023-04-29,47491,14.6,13.7,41150,41904.5,0,2023,4,29,5,17,5,1,Saturday,-4527.5
2023-04-30,44677,14.1,13.8,38582,39473.0,0,2023,4,30,6,17,6,1,Sunday,-2431.5
2023-05-01,44643,13.7,14.0,37949,38939.5,1,2023,5,1,0,18,0,0,Monday,-533.5
2023-05-02,51707,14.3,14.1,44104,45288.0,0,2023,5,2,1,18,1,0,Tuesday,6348.5
2023-05-03,50888,15.7,14.2,44581,45838.5,0,2023,5,3,2,18,2,0,Wednesday,550.5
2023-05-04,49881,17.2,14.3,44483,45443.5,0,2023,5,4,3,18,3,0,Thursday,-395.0
2023-05-05,50488,16.0,14.5,44054,44849.0,0,2023,5,5,4,18,4,0,Friday,-594.5
2023-05-06,45069,16.5,14.6,39446,40191.5,0,2023,5,6,5,18,5,1,Saturday,-4657.5
2023-05-07,43799,15.7,14.7,37430,38135.5,0,2023,5,7,6,18,6,1,Sunday,-2056.0
2023-05-08,44886,15.8,14.8,38057,38986.0,1,2023,5,8,0,19,0,0,Monday,850.5
2023-05-09,51783,15.1,14.9,42953,44677.0,0,2023,5,9,1,19,1,0,Tuesday,5691.0
2023-05-10,52642,13.5,15.1,43347,45571.0,0,2023,5,10,2,19,2,0,Wednesday,894.0
2023-05-11,51778,13.1,15.2,43270,45397.0,0,2023,5,11,3,19,3,0,Thursday,-174.0
2023-05-12,52037,12.4,15.3,42306,44878.0,0,2023,5,12,4,19,4,0,Friday,-519.0
2023-05-13,47618,13.8,15.4,38384,40485.5,0,2023,5,13,5,19,5,1,Saturday,-4392.5
2023-05-14,45633,13.8,15.6,36816,38701.5,0,2023,5,14,6,19,6,1,Sunday,-1784.0
2023-05-15,51804,13.5,15.7,41824,44209.0,0,2023,5,15,0,20,0,0,Monday,5507.5
2023-05-16,52360,12.6,15.8,41988,45149.5,0,2023,5,16,1,20,1,0,Tuesday,940.5
2023-05-17,52013,13.0,15.9,41421,44656.0,0,2023,5,17,2,20,2,0,Wednesday,-493.5
2023-05-18,46224,13.0,16.0,36514,39594.0,1,2023,5,18,3,20,3,0,Thursday,-5062.0
2023-05-19,47293,14.1,16.1,37950,40691.5,0,2023,5,19,4,20,4,0,Friday,1097.5
2023-05-20,44760,15.3,16.2,36710,38751.5,0,2023,5,20,5,20,5,1,Saturday,-1940.0
2023-05-21,43786,16.5,16.3,35939,37598.5,0,2023,5,21,6,20,6,1,Sunday,-1153.0
2023-05-22,49610,17.3,16.4,41578,43023.0,0,2023,5,22,0,21,0,0,Monday,5424.5
2023-05-23,50014,16.3,16.6,42266,43816.0,0,2023,5,23,1,21,1,0,Tuesday,793.0
2023-05-24,50726,15.7,16.7,41852,45139.0,0,2023,5,24,2,21,2,0,Wednesday,1323.0
2023-05-25,49713,16.0,16.8,41991,43900.5,0,2023,5,25,3,21,3,0,Thursday,-1238.5
