Date;Filière;Valeur (GW)
19/06/2019;Enveloppe haute 2014 - 2019;49,19127806
20/06/2019;Enveloppe haute 2014 - 2019;51,13421779
21/06/2019;Enveloppe haute 2014 - 2019;51,7784824
22/06/2019;Enveloppe haute 2014 - 2019;52,03831142
23/06/2019;Enveloppe haute 2014 - 2019;49,91010394
24/06/2019;Enveloppe haute 2014 - 2019;43,5915669
25/06/2019;Enveloppe haute 2014 - 2019;40,42421927
26/06/2019;Enveloppe haute 2014 - 2019;48,06656371
27/06/2019;Enveloppe haute 2014 - 2019;49,58432231
28/06/2019;Enveloppe haute 2014 - 2019;50,52417613
29/06/2019;Enveloppe haute 2014 - 2019;51,17194977
30/06/2019;Enveloppe haute 2014 - 2019;50,28677902
01/07/2019;Enveloppe haute 2014 - 2019;45,272622
02/07/2019;Enveloppe haute 2014 - 2019;42,15920669
03/07/2019;Enveloppe haute 2014 - 2019;48,24615894
04/07/2019;Enveloppe haute 2014 - 2019;50,17165321
05/07/2019;Enveloppe haute 2014 - 2019;50,67562871
06/07/2019;Enveloppe haute 2014 - 2019;50,79610675
07/07/2019;Enveloppe haute 2014 - 2019;50,57627613
08/07/2019;Enveloppe haute 2014 - 2019;44,83012417
09/07/2019;Enveloppe haute 2014 - 2019;41,25591979
10/07/2019;Enveloppe haute 2014 - 2019;48,98597875
11/07/2019;Enveloppe haute 2014 - 2019;50,47573213
12/07/2019;Enveloppe haute 2014 - 2019;49,27436967
13/07/2019;Enveloppe haute 2014 - 2019;48,87737067
14/07/2019;Enveloppe haute 2014 - 2019;42,4269656
15/07/2019;Enveloppe haute 2014 - 2019;43,31786529
16/07/2019;Enveloppe haute 2014 - 2019;40,42477965
17/07/2019;Enveloppe haute 2014 - 2019;48,11505221
18/07/2019;Enveloppe haute 2014 - 2019;49,94562317
19/07/2019;Enveloppe haute 2014 - 2019;49,81103792
20/07/2019;Enveloppe haute 2014 - 2019;50,37031146
21/07/2019;Enveloppe haute 2014 - 2019;49,81490358
22/07/2019;Enveloppe haute 2014 - 2019;43,55359115
23/07/2019;Enveloppe haute 2014 - 2019;40,66320019
24/07/2019;Enveloppe haute 2014 - 2019;48,58077744
25/07/2019;Enveloppe haute 2014 - 2019;50,81629025
26/07/2019;Enveloppe haute 2014 - 2019;51,47909315
27/07/2019;Enveloppe haute 2014 - 2019;51,37146185
28/07/2019;Enveloppe haute 2014 - 2019;48,99025731
29/07/2019;Enveloppe haute 2014 - 2019;42,40035333
30/07/2019;Enveloppe haute 2014 - 2019;39,90165381
31/07/2019;Enveloppe haute 2014 - 2019;46,30299431
01/08/2019;Enveloppe haute 2014 - 2019;47,71676738
02/08/2019;Enveloppe haute 2014 - 2019;47,72445808
03/08/2019;Enveloppe haute 2014 - 2019;48,0527325
04/08/2019;Enveloppe haute 2014 - 2019;47,76903721
05/08/2019;Enveloppe haute 2014 - 2019;43,28136577
06/08/2019;Enveloppe haute 2014 - 2019;40,58613515
07/08/2019;Enveloppe haute 2014 - 2019;45,5202161
08/08/2019;Enveloppe haute 2014 - 2019;45,99586654
09/08/2019;Enveloppe haute 2014 - 2019;44,70856869
10/08/2019;Enveloppe haute 2014 - 2019;44,44660263
11/08/2019;Enveloppe haute 2014 - 2019;44,09597965
12/08/2019;Enveloppe haute 2014 - 2019;39,80887644
13/08/2019;Enveloppe haute 2014 - 2019;37,34963381
14/08/2019;Enveloppe haute 2014 - 2019;41,25522196
15/08/2019;Enveloppe haute 2014 - 2019;38,86084215
16/08/2019;Enveloppe haute 2014 - 2019;44,19788058
17/08/2019;Enveloppe haute 2014 - 2019;44,15895204
18/08/2019;Enveloppe haute 2014 - 2019;43,98545806
19/08/2019;Enveloppe haute 2014 - 2019;40,0931501
20/08/2019;Enveloppe haute 2014 - 2019;37,9478544
21/08/2019;Enveloppe haute 2014 - 2019;44,3229784
22/08/2019;Enveloppe haute 2014 - 2019;46,71548521
23/08/2019;Enveloppe haute 2014 - 2019;47,7121165
24/08/2019;Enveloppe haute 2014 - 2019;48,43450219
25/08/2019;Enveloppe haute 2014 - 2019;48,26379567
26/08/2019;Enveloppe haute 2014 - 2019;43,529578
27/08/2019;Enveloppe haute 2014 - 2019;40,05214919
28/08/2019;Enveloppe haute 2014 - 2019;47,39879238
29/08/2019;Enveloppe haute 2014 - 2019;49,02677252
30/08/2019;Enveloppe haute 2014 - 2019;48,76232406
31/08/2019;Enveloppe haute 2014 - 2019;48,8490085
01/09/2019;Enveloppe haute 2014 - 2019;48,50688804
02/09/2019;Enveloppe haute 2014 - 2019;42,98920058
03/09/2019;Enveloppe haute 2014 - 2019;40,29446963
04/09/2019;Enveloppe haute 2014 - 2019;47,6594124
05/09/2019;Enveloppe haute 2014 - 2019;49,18799885
06/09/2019;Enveloppe haute 2014 - 2019;48,99277544
07/09/2019;Enveloppe haute 2014 - 2019;48,83373698
08/09/2019;Enveloppe haute 2014 - 2019;48,28126104
09/09/2019;Enveloppe haute 2014 - 2019;42,74482113
10/09/2019;Enveloppe haute 2014 - 2019;40,07071631
11/09/2019;Enveloppe haute 2014 - 2019;47,85703346
12/09/2019;Enveloppe haute 2014 - 2019;49,07191538
13/09/2019;Enveloppe haute 2014 - 2019;49,11282958
14/09/2019;Enveloppe haute 2014 - 2019;49,09353833
15/09/2019;Enveloppe haute 2014 - 2019;48,74829946
16/09/2019;Enveloppe haute 2014 - 2019;43,95437125
17/09/2019;Enveloppe haute 2014 - 2019;42,2621594
18/09/2019;Enveloppe haute 2014 - 2019;49,81760871
19/09/2019;Enveloppe haute 2014 - 2019;51,03161329
20/09/2019;Enveloppe haute 2014 - 2019;51,1060476
21/09/2019;Enveloppe haute 2014 - 2019;50,19355975
22/09/2019;Enveloppe haute 2014 - 2019;49,38562981
23/09/2019;Enveloppe haute 2014 - 2019;43,69353033
24/09/2019;Enveloppe haute 2014 - 2019;40,7807769
25/09/2019;Enveloppe haute 2014 - 2019;48,12888179
26/09/2019;Enveloppe haute 2014 - 2019;49,14060525
27/09/2019;Enveloppe haute 2014 - 2019;49,51497219
28/09/2019;Enveloppe haute 2014 - 2019;49,66039031
29/09/2019;Enveloppe haute 2014 - 2019;48,70149458
30/09/2019;Enveloppe haute 2014 - 2019;43,18181275
01/10/2019;Enveloppe haute 2014 - 2019;41,43304588
02/10/2019;Enveloppe haute 2014 - 2019;48,7213891
03/10/2019;Enveloppe haute 2014 - 2019;50,81120467
04/10/2019;Enveloppe haute 2014 - 2019;50,19392344
05/10/2019;Enveloppe haute 2014 - 2019;50,79930663
06/10/2019;Enveloppe haute 2014 - 2019;51,30944446
07/10/2019;Enveloppe haute 2014 - 2019;46,28404983
08/10/2019;Enveloppe haute 2014 - 2019;44,17978788
09/10/2019;Enveloppe haute 2014 - 2019;53,55920898
10/10/2019;Enveloppe haute 2014 - 2019;55,61638119
11/10/2019;Enveloppe haute 2014 - 2019;56,95509771
12/10/2019;Enveloppe haute 2014 - 2019;57,97915615
13/10/2019;Enveloppe haute 2014 - 2019;56,68527817
14/10/2019;Enveloppe haute 2014 - 2019;48,98475781
15/10/2019;Enveloppe haute 2014 - 2019;45,50080504
16/10/2019;Enveloppe haute 2014 - 2019;52,37607738
17/10/2019;Enveloppe haute 2014 - 2019;54,74001554
18/10/2019;Enveloppe haute 2014 - 2019;58,07401733
19/10/2019;Enveloppe haute 2014 - 2019;60,62484223
20/10/2019;Enveloppe haute 2014 - 2019;61,1510809
21/10/2019;Enveloppe haute 2014 - 2019;53,57755152
22/10/2019;Enveloppe haute 2014 - 2019;49,82246371
23/10/2019;Enveloppe haute 2014 - 2019;57,25166965
24/10/2019;Enveloppe haute 2014 - 2019;58,23215079
25/10/2019;Enveloppe haute 2014 - 2019;58,9561471
26/10/2019;Enveloppe haute 2014 - 2019;58,16585842
27/10/2019;Enveloppe haute 2014 - 2019;56,11820085
28/10/2019;Enveloppe haute 2014 - 2019;50,87085148
29/10/2019;Enveloppe haute 2014 - 2019;52,67246429
30/10/2019;Enveloppe haute 2014 - 2019;63,75825567
31/10/2019;Enveloppe haute 2014 - 2019;64,24463692
01/11/2019;Enveloppe haute 2014 - 2019;53,95820865
02/11/2019;Enveloppe haute 2014 - 2019;60,49102398
03/11/2019;Enveloppe haute 2014 - 2019;61,67630615
04/11/2019;Enveloppe haute 2014 - 2019;56,06308173
05/11/2019;Enveloppe haute 2014 - 2019;54,18520904
06/11/2019;Enveloppe haute 2014 - 2019;65,93728683
07/11/2019;Enveloppe haute 2014 - 2019;68,35417923
08/11/2019;Enveloppe haute 2014 - 2019;68,06593898
09/11/2019;Enveloppe haute 2014 - 2019;65,5578995
10/11/2019;Enveloppe haute 2014 - 2019;63,37705338
11/11/2019;Enveloppe haute 2014 - 2019;58,07136585
12/11/2019;Enveloppe haute 2014 - 2019;56,68325885
13/11/2019;Enveloppe haute 2014 - 2019;64,72310027
14/11/2019;Enveloppe haute 2014 - 2019;67,39889277
15/11/2019;Enveloppe haute 2014 - 2019;67,34518735
16/11/2019;Enveloppe haute 2014 - 2019;68,688735
17/11/2019;Enveloppe haute 2014 - 2019;69,82544627
18/11/2019;Enveloppe haute 2014 - 2019;63,98941785
19/11/2019;Enveloppe haute 2014 - 2019;61,40108479
20/11/2019;Enveloppe haute 2014 - 2019;69,1797045
21/11/2019;Enveloppe haute 2014 - 2019;72,0298031
22/11/2019;Enveloppe haute 2014 - 2019;72,291464
23/11/2019;Enveloppe haute 2014 - 2019;70,89123267
24/11/2019;Enveloppe haute 2014 - 2019;68,57487354
25/11/2019;Enveloppe haute 2014 - 2019;60,51392175
26/11/2019;Enveloppe haute 2014 - 2019;60,3736944
27/11/2019;Enveloppe haute 2014 - 2019;69,31419498
28/11/2019;Enveloppe haute 2014 - 2019;73,08372898
29/11/2019;Enveloppe haute 2014 - 2019;73,47383946
30/11/2019;Enveloppe haute 2014 - 2019;74,68922396
01/12/2019;Enveloppe haute 2014 - 2019;75,13125
02/12/2019;Enveloppe haute 2014 - 2019;71,975
03/12/2019;Enveloppe haute 2014 - 2019;70,69791667
04/12/2019;Enveloppe haute 2014 - 2019;74,06666667
05/12/2019;Enveloppe haute 2014 - 2019;73,30833333
06/12/2019;Enveloppe haute 2014 - 2019;73,90625
07/12/2019;Enveloppe haute 2014 - 2019;74,02083333
08/12/2019;Enveloppe haute 2014 - 2019;71,67708333
09/12/2019;Enveloppe haute 2014 - 2019;69,36875
10/12/2019;Enveloppe haute 2014 - 2019;65,29166667
11/12/2019;Enveloppe haute 2014 - 2019;69,57291667
12/12/2019;Enveloppe haute 2014 - 2019;73,02083333
13/12/2019;Enveloppe haute 2014 - 2019;73,3
14/12/2019;Enveloppe haute 2014 - 2019;74,32291667
15/12/2019;Enveloppe haute 2014 - 2019;75,59166667
16/12/2019;Enveloppe haute 2014 - 2019;71,09583333
17/12/2019;Enveloppe haute 2014 - 2019;66,42916667
18/12/2019;Enveloppe haute 2014 - 2019;71,77708333
19/12/2019;Enveloppe haute 2014 - 2019;74,7125
20/12/2019;Enveloppe haute 2014 - 2019;73,83541667
21/12/2019;Enveloppe haute 2014 - 2019;72,52354065
22/12/2019;Enveloppe haute 2014 - 2019;69,34567552
23/12/2019;Enveloppe haute 2014 - 2019;69,42997119
24/12/2019;Enveloppe haute 2014 - 2019;65,63975392
25/12/2019;Enveloppe haute 2014 - 2019;58,16761042
26/12/2019;Enveloppe haute 2014 - 2019;74,92196548
27/12/2019;Enveloppe haute 2014 - 2019;73,95205269
28/12/2019;Enveloppe haute 2014 - 2019;71,93038558
29/12/2019;Enveloppe haute 2014 - 2019;72,75354383
30/12/2019;Enveloppe haute 2014 - 2019;75,2635954
31/12/2019;Enveloppe haute 2014 - 2019;72,17219306
01/01/2019;Enveloppe haute 2014 - 2019;64,68330352
02/01/2019;Enveloppe haute 2014 - 2019;74,96868521
03/01/2019;Enveloppe haute 2014 - 2019;75,60157992
04/01/2019;Enveloppe haute 2014 - 2019;76,35296679
05/01/2019;Enveloppe haute 2014 - 2019;76,97228527
06/01/2019;Enveloppe haute 2014 - 2019;75,67798129
07/01/2019;Enveloppe haute 2014 - 2019;69,78007431
08/01/2019;Enveloppe haute 2014 - 2019;66,54002692
09/01/2019;Enveloppe haute 2014 - 2019;75,03136646
10/01/2019;Enveloppe haute 2014 - 2019;76,55447446
11/01/2019;Enveloppe haute 2014 - 2019;76,36456002
12/01/2019;Enveloppe haute 2014 - 2019;76,01773944
13/01/2019;Enveloppe haute 2014 - 2019;75,68551325
14/01/2019;Enveloppe haute 2014 - 2019;69,35984558
15/01/2019;Enveloppe haute 2014 - 2019;66,33926775
16/01/2019;Enveloppe haute 2014 - 2019;74,37006115
17/01/2019;Enveloppe haute 2014 - 2019;76,05232788
18/01/2019;Enveloppe haute 2014 - 2019;76,77522671
19/01/2019;Enveloppe haute 2014 - 2019;76,415145
20/01/2019;Enveloppe haute 2014 - 2019;75,22475004
21/01/2019;Enveloppe haute 2014 - 2019;69,50245304
22/01/2019;Enveloppe haute 2014 - 2019;66,74120765
23/01/2019;Enveloppe haute 2014 - 2019;74,11945925
24/01/2019;Enveloppe haute 2014 - 2019;75,41522269
25/01/2019;Enveloppe haute 2014 - 2019;74,54702346
26/01/2019;Enveloppe haute 2014 - 2019;74,34491806
27/01/2019;Enveloppe haute 2014 - 2019;74,06384958
28/01/2019;Enveloppe haute 2014 - 2019;68,23333179
29/01/2019;Enveloppe haute 2014 - 2019;65,22815225
30/01/2019;Enveloppe haute 2014 - 2019;73,18864221
31/01/2019;Enveloppe haute 2014 - 2019;73,55812992
01/02/2019;Enveloppe haute 2014 - 2019;73,92158888
02/02/2019;Enveloppe haute 2014 - 2019;74,73126958
03/02/2019;Enveloppe haute 2014 - 2019;72,71769346
04/02/2019;Enveloppe haute 2014 - 2019;66,82514508
05/02/2019;Enveloppe haute 2014 - 2019;64,89483329
06/02/2019;Enveloppe haute 2014 - 2019;72,7126361
07/02/2019;Enveloppe haute 2014 - 2019;73,53453267
08/02/2019;Enveloppe haute 2014 - 2019;73,20700719
09/02/2019;Enveloppe haute 2014 - 2019;73,63219504
10/02/2019;Enveloppe haute 2014 - 2019;73,63361275
11/02/2019;Enveloppe haute 2014 - 2019;66,56909083
12/02/2019;Enveloppe haute 2014 - 2019;63,78789902
13/02/2019;Enveloppe haute 2014 - 2019;71,54531075
14/02/2019;Enveloppe haute 2014 - 2019;71,57268302
15/02/2019;Enveloppe haute 2014 - 2019;71,62630167
16/02/2019;Enveloppe haute 2014 - 2019;71,93491092
17/02/2019;Enveloppe haute 2014 - 2019;71,31817663
18/02/2019;Enveloppe haute 2014 - 2019;64,59125525
19/02/2019;Enveloppe haute 2014 - 2019;61,25645031
20/02/2019;Enveloppe haute 2014 - 2019;68,07441169
21/02/2019;Enveloppe haute 2014 - 2019;69,28744896
22/02/2019;Enveloppe haute 2014 - 2019;69,58879829
23/02/2019;Enveloppe haute 2014 - 2019;70,21863631
24/02/2019;Enveloppe haute 2014 - 2019;69,35496506
25/02/2019;Enveloppe haute 2014 - 2019;63,3222251
26/02/2019;Enveloppe haute 2014 - 2019;60,89365921
27/02/2019;Enveloppe haute 2014 - 2019;69,03993888
28/02/2019;Enveloppe haute 2014 - 2019;69,53958606
01/03/2019;Enveloppe haute 2014 - 2019;69,38660979
02/03/2019;Enveloppe haute 2014 - 2019;68,29406494
03/03/2019;Enveloppe haute 2014 - 2019;67,27939021
04/03/2019;Enveloppe haute 2014 - 2019;60,90848663
05/03/2019;Enveloppe haute 2014 - 2019;59,25106867
06/03/2019;Enveloppe haute 2014 - 2019;66,7162286
07/03/2019;Enveloppe haute 2014 - 2019;67,34439506
08/03/2019;Enveloppe haute 2014 - 2019;67,8196851
09/03/2019;Enveloppe haute 2014 - 2019;66,92223279
10/03/2019;Enveloppe haute 2014 - 2019;65,34070979
11/03/2019;Enveloppe haute 2014 - 2019;60,41751181
12/03/2019;Enveloppe haute 2014 - 2019;58,22525846
13/03/2019;Enveloppe haute 2014 - 2019;65,29855548
14/03/2019;Enveloppe haute 2014 - 2019;65,15382698
15/03/2019;Enveloppe haute 2014 - 2019;65,06508471
16/03/2019;Enveloppe haute 2014 - 2019;66,01464554
17/03/2019;Enveloppe haute 2014 - 2019;65,18413656
18/03/2019;Enveloppe haute 2014 - 2019;59,06362015
19/03/2019;Enveloppe haute 2014 - 2019;55,56345033
20/03/2019;Enveloppe haute 2014 - 2019;62,33995367
21/03/2019;Enveloppe haute 2014 - 2019;64,24145398
22/03/2019;Enveloppe haute 2014 - 2019;63,7863224
23/03/2019;Enveloppe haute 2014 - 2019;62,14167321
24/03/2019;Enveloppe haute 2014 - 2019;61,24884958
25/03/2019;Enveloppe haute 2014 - 2019;56,12992404
26/03/2019;Enveloppe haute 2014 - 2019;52,66479302
27/03/2019;Enveloppe haute 2014 - 2019;59,38279021
28/03/2019;Enveloppe haute 2014 - 2019;60,9894331
29/03/2019;Enveloppe haute 2014 - 2019;61,21037823
30/03/2019;Enveloppe haute 2014 - 2019;60,32936598
31/03/2019;Enveloppe haute 2014 - 2019;59,12989738
01/04/2019;Enveloppe haute 2014 - 2019;53,29675725
02/04/2019;Enveloppe haute 2014 - 2019;51,18883339
03/04/2019;Enveloppe haute 2014 - 2019;58,77955667
04/04/2019;Enveloppe haute 2014 - 2019;60,09642744
05/04/2019;Enveloppe haute 2014 - 2019;59,72102904
06/04/2019;Enveloppe haute 2014 - 2019;59,53592925
07/04/2019;Enveloppe haute 2014 - 2019;57,87486883
08/04/2019;Enveloppe haute 2014 - 2019;51,75828423
09/04/2019;Enveloppe haute 2014 - 2019;48,70464806
10/04/2019;Enveloppe haute 2014 - 2019;49,26000144
11/04/2019;Enveloppe haute 2014 - 2019;56,15023935
12/04/2019;Enveloppe haute 2014 - 2019;56,31971288
13/04/2019;Enveloppe haute 2014 - 2019;55,75566369
14/04/2019;Enveloppe haute 2014 - 2019;54,59876617
15/04/2019;Enveloppe haute 2014 - 2019;48,67264702
16/04/2019;Enveloppe haute 2014 - 2019;46,40465233
17/04/2019;Enveloppe haute 2014 - 2019;53,07179985
18/04/2019;Enveloppe haute 2014 - 2019;53,85724498
19/04/2019;Enveloppe haute 2014 - 2019;53,48035892
20/04/2019;Enveloppe haute 2014 - 2019;53,43111498
21/04/2019;Enveloppe haute 2014 - 2019;52,22811863
22/04/2019;Enveloppe haute 2014 - 2019;46,87869506
23/04/2019;Enveloppe haute 2014 - 2019;43,893389
24/04/2019;Enveloppe haute 2014 - 2019;50,56020894
25/04/2019;Enveloppe haute 2014 - 2019;51,05185698
26/04/2019;Enveloppe haute 2014 - 2019;51,99288108
27/04/2019;Enveloppe haute 2014 - 2019;51,97467146
28/04/2019;Enveloppe haute 2014 - 2019;51,05783754
29/04/2019;Enveloppe haute 2014 - 2019;45,07708575
30/04/2019;Enveloppe haute 2014 - 2019;41,94943346
01/05/2019;Enveloppe haute 2014 - 2019;41,85175963
02/05/2019;Enveloppe haute 2014 - 2019;49,95828244
03/05/2019;Enveloppe haute 2014 - 2019;49,41063958
04/05/2019;Enveloppe haute 2014 - 2019;49,28897558
05/05/2019;Enveloppe haute 2014 - 2019;49,31894615
06/05/2019;Enveloppe haute 2014 - 2019;44,41328335
07/05/2019;Enveloppe haute 2014 - 2019;41,90186844
08/05/2019;Enveloppe haute 2014 - 2019;43,0706794
09/05/2019;Enveloppe haute 2014 - 2019;49,18843046
10/05/2019;Enveloppe haute 2014 - 2019;49,29377429
11/05/2019;Enveloppe haute 2014 - 2019;49,6276509
12/05/2019;Enveloppe haute 2014 - 2019;48,96677427
13/05/2019;Enveloppe haute 2014 - 2019;43,23139958
14/05/2019;Enveloppe haute 2014 - 2019;40,61935748
15/05/2019;Enveloppe haute 2014 - 2019;47,53641798
16/05/2019;Enveloppe haute 2014 - 2019;48,99461042
17/05/2019;Enveloppe haute 2014 - 2019;48,7525506
18/05/2019;Enveloppe haute 2014 - 2019;41,65261813
19/05/2019;Enveloppe haute 2014 - 2019;48,24159294
20/05/2019;Enveloppe haute 2014 - 2019;42,62707865
21/05/2019;Enveloppe haute 2014 - 2019;39,67039285
22/05/2019;Enveloppe haute 2014 - 2019;47,00475996
23/05/2019;Enveloppe haute 2014 - 2019;48,16883346
24/05/2019;Enveloppe haute 2014 - 2019;48,85488585
25/05/2019;Enveloppe haute 2014 - 2019;48,54598877
26/05/2019;Enveloppe haute 2014 - 2019;47,79873206
27/05/2019;Enveloppe haute 2014 - 2019;42,05524427
28/05/2019;Enveloppe haute 2014 - 2019;39,18479417
29/05/2019;Enveloppe haute 2014 - 2019;40,68702344
30/05/2019;Enveloppe haute 2014 - 2019;48,44153444
31/05/2019;Enveloppe haute 2014 - 2019;48,32557627
01/06/2019;Enveloppe haute 2014 - 2019;48,64664256
02/06/2019;Enveloppe haute 2014 - 2019;48,07075017
03/06/2019;Enveloppe haute 2014 - 2019;42,36811758
04/06/2019;Enveloppe haute 2014 - 2019;39,31948192
05/06/2019;Enveloppe haute 2014 - 2019;46,99684579
06/06/2019;Enveloppe haute 2014 - 2019;48,48891442
07/06/2019;Enveloppe haute 2014 - 2019;48,87133602
08/06/2019;Enveloppe haute 2014 - 2019;48,97792765
09/06/2019;Enveloppe haute 2014 - 2019;48,25353367
10/06/2019;Enveloppe haute 2014 - 2019;41,95440788
11/06/2019;Enveloppe haute 2014 - 2019;39,10380742
12/06/2019;Enveloppe haute 2014 - 2019;46,68862204
13/06/2019;Enveloppe haute 2014 - 2019;48,32664146
14/06/2019;Enveloppe haute 2014 - 2019;48,58332531
15/06/2019;Enveloppe haute 2014 - 2019;48,90384035
16/06/2019;Enveloppe haute 2014 - 2019;48,13099535
17/06/2019;Enveloppe haute 2014 - 2019;42,6588274
18/06/2019;Enveloppe haute 2014 - 2019;40,02724794
19/06/2019;Enveloppe haute 2014 - 2019;48,29300098
20/06/2019;Enveloppe haute 2014 - 2019;49,98907196
21/06/2019;Enveloppe haute 2014 - 2019;50,54611156
22/06/2019;Enveloppe haute 2014 - 2019;50,845276
23/06/2019;Enveloppe haute 2014 - 2019;49,19219352
24/06/2019;Enveloppe haute 2014 - 2019;43,20247523
25/06/2019;Enveloppe haute 2014 - 2019;40,11029844
26/06/2019;Enveloppe haute 2014 - 2019;47,75434079
27/06/2019;Enveloppe haute 2014 - 2019;48,91154319
28/06/2019;Enveloppe haute 2014 - 2019;49,09867613
29/06/2019;Enveloppe haute 2014 - 2019;49,37616019
30/06/2019;Enveloppe haute 2014 - 2019;48,47442277
01/07/2019;Enveloppe haute 2014 - 2019;43,48911992
02/07/2019;Enveloppe haute 2014 - 2019;40,71457544
03/07/2019;Enveloppe haute 2014 - 2019;47,8494275
04/07/2019;Enveloppe haute 2014 - 2019;49,49485529
05/07/2019;Enveloppe haute 2014 - 2019;49,59752663
06/07/2019;Enveloppe haute 2014 - 2019;49,7886505
07/07/2019;Enveloppe haute 2014 - 2019;49,67371154
08/07/2019;Enveloppe haute 2014 - 2019;43,78457833
09/07/2019;Enveloppe haute 2014 - 2019;40,50631771
10/07/2019;Enveloppe haute 2014 - 2019;48,48393292
11/07/2019;Enveloppe haute 2014 - 2019;49,88263213
12/07/2019;Enveloppe haute 2014 - 2019;49,153553
13/07/2019;Enveloppe haute 2014 - 2019;49,52684138
14/07/2019;Enveloppe haute 2014 - 2019;41,91597754
15/07/2019;Enveloppe haute 2014 - 2019;43,10915904
16/07/2019;Enveloppe haute 2014 - 2019;39,76664479
17/07/2019;Enveloppe haute 2014 - 2019;47,81363763
18/07/2019;Enveloppe haute 2014 - 2019;49,33943567
19/07/2019;Enveloppe haute 2014 - 2019;49,1774525
20/07/2019;Enveloppe haute 2014 - 2019;49,72488438
21/07/2019;Enveloppe haute 2014 - 2019;49,09312442
22/07/2019;Enveloppe haute 2014 - 2019;43,05375573
23/07/2019;Enveloppe haute 2014 - 2019;40,33363144
24/07/2019;Enveloppe haute 2014 - 2019;47,91903994
25/07/2019;Enveloppe haute 2014 - 2019;49,45606733
26/07/2019;Enveloppe haute 2014 - 2019;49,59963898
27/07/2019;Enveloppe haute 2014 - 2019;49,19437435
28/07/2019;Enveloppe haute 2014 - 2019;47,75200346
29/07/2019;Enveloppe haute 2014 - 2019;41,77471677
30/07/2019;Enveloppe haute 2014 - 2019;39,32842048
31/07/2019;Enveloppe haute 2014 - 2019;45,68440442
01/08/2019;Enveloppe haute 2014 - 2019;46,60043971
02/08/2019;Enveloppe haute 2014 - 2019;46,577481
03/08/2019;Enveloppe haute 2014 - 2019;46,67984083
04/08/2019;Enveloppe haute 2014 - 2019;45,62639763
05/08/2019;Enveloppe haute 2014 - 2019;40,76894285
06/08/2019;Enveloppe haute 2014 - 2019;38,26204973
07/08/2019;Enveloppe haute 2014 - 2019;43,22489944
08/08/2019;Enveloppe haute 2014 - 2019;43,58158529
09/08/2019;Enveloppe haute 2014 - 2019;43,56067133
10/08/2019;Enveloppe haute 2014 - 2019;43,95267554
11/08/2019;Enveloppe haute 2014 - 2019;43,55146298
12/08/2019;Enveloppe haute 2014 - 2019;39,95407469
13/08/2019;Enveloppe haute 2014 - 2019;37,01480604
14/08/2019;Enveloppe haute 2014 - 2019;41,03942113
15/08/2019;Enveloppe haute 2014 - 2019;38,8523359
16/08/2019;Enveloppe haute 2014 - 2019;43,27975558
17/08/2019;Enveloppe haute 2014 - 2019;43,64383121
18/08/2019;Enveloppe haute 2014 - 2019;43,94463098
19/08/2019;Enveloppe haute 2014 - 2019;40,27272094
20/08/2019;Enveloppe haute 2014 - 2019;37,78866796
21/08/2019;Enveloppe haute 2014 - 2019;44,56085131
22/08/2019;Enveloppe haute 2014 - 2019;46,05396854
23/08/2019;Enveloppe haute 2014 - 2019;46,18053733
24/08/2019;Enveloppe haute 2014 - 2019;46,44369385
25/08/2019;Enveloppe haute 2014 - 2019;46,08732483
26/08/2019;Enveloppe haute 2014 - 2019;41,50889271
27/08/2019;Enveloppe haute 2014 - 2019;38,82218152
28/08/2019;Enveloppe haute 2014 - 2019;46,63392154
29/08/2019;Enveloppe haute 2014 - 2019;48,16642669
30/08/2019;Enveloppe haute 2014 - 2019;48,13233656
31/08/2019;Enveloppe haute 2014 - 2019;48,09481267
01/09/2019;Enveloppe haute 2014 - 2019;47,69650679
02/09/2019;Enveloppe haute 2014 - 2019;42,06553183
03/09/2019;Enveloppe haute 2014 - 2019;39,28241129
04/09/2019;Enveloppe haute 2014 - 2019;46,94042698
05/09/2019;Enveloppe haute 2014 - 2019;48,37635094
06/09/2019;Enveloppe haute 2014 - 2019;47,99323575
07/09/2019;Enveloppe haute 2014 - 2019;48,28806175
08/09/2019;Enveloppe haute 2014 - 2019;47,7796051
09/09/2019;Enveloppe haute 2014 - 2019;42,01986488
10/09/2019;Enveloppe haute 2014 - 2019;39,22017713
11/09/2019;Enveloppe haute 2014 - 2019;46,83619735
12/09/2019;Enveloppe haute 2014 - 2019;48,1076306
13/09/2019;Enveloppe haute 2014 - 2019;49,02112125
14/09/2019;Enveloppe haute 2014 - 2019;48,86636542
15/09/2019;Enveloppe haute 2014 - 2019;47,76313696
16/09/2019;Enveloppe haute 2014 - 2019;42,12302333
17/09/2019;Enveloppe haute 2014 - 2019;39,9901219
18/09/2019;Enveloppe haute 2014 - 2019;47,44827121
19/09/2019;Enveloppe haute 2014 - 2019;48,74533413
20/09/2019;Enveloppe haute 2014 - 2019;49,21977469
21/09/2019;Enveloppe haute 2014 - 2019;48,95733065
22/09/2019;Enveloppe haute 2014 - 2019;48,5285194
23/09/2019;Enveloppe haute 2014 - 2019;43,06220117
24/09/2019;Enveloppe haute 2014 - 2019;40,56393523
25/09/2019;Enveloppe haute 2014 - 2019;48,02567763
26/09/2019;Enveloppe haute 2014 - 2019;49,0686365
27/09/2019;Enveloppe haute 2014 - 2019;49,18979135
