Date;Filière;Valeur (GW)
20/06/2020;Consommation brute;44,71895265
21/06/2020;Consommation brute;44,7906171
22/06/2020;Consommation brute;44,8068685
23/06/2020;Consommation brute;44,14293406
24/06/2020;Consommation brute;39,58823683
25/06/2020;Consommation brute;37,36673292
26/06/2020;Consommation brute;43,9248114
27/06/2020;Consommation brute;45,32079865
28/06/2020;Consommation brute;46,1846625
29/06/2020;Consommation brute;46,81324967
30/06/2020;Consommation brute;45,70156017
01/07/2020;Consommation brute;40,22145123
02/07/2020;Consommation brute;38,13557896
03/07/2020;Consommation brute;44,36645806
04/07/2020;Consommation brute;45,51542967
05/07/2020;Consommation brute;46,11894896
06/07/2020;Consommation brute;45,91934302
07/07/2020;Consommation brute;45,04074756
08/07/2020;Consommation brute;40,50363752
09/07/2020;Consommation brute;38,79233073
10/07/2020;Consommation brute;44,96511467
11/07/2020;Consommation brute;46,16261315
12/07/2020;Consommation brute;46,74518504
13/07/2020;Consommation brute;47,50126946
14/07/2020;Consommation brute;40,30568415
15/07/2020;Consommation brute;40,94692796
16/07/2020;Consommation brute;38,51899427
17/07/2020;Consommation brute;42,749065
18/07/2020;Consommation brute;
19/07/2020;Consommation brute;45,38044027
20/07/2020;Consommation brute;46,19326873
21/07/2020;Consommation brute;46,04770577
22/07/2020;Consommation brute;41,28482473
23/07/2020;Consommation brute;39,06122017
24/07/2020;Consommation brute;45,7139339
25/07/2020;Consommation brute;46,91124885
26/07/2020;Consommation brute;46,8426676
27/07/2020;Consommation brute;47,03074546
28/07/2020;Consommation brute;46,15167623
29/07/2020;Consommation brute;41,19939377
30/07/2020;Consommation brute;38,84810271
31/07/2020;Consommation brute;45,45805394
01/08/2020;Consommation brute;46,19436408
02/08/2020;Consommation brute;46,33111915
03/08/2020;Consommation brute;47,04912042
04/08/2020;Consommation brute;46,815653
05/08/2020;Consommation brute;41,4996734
06/08/2020;Consommation brute;38,03488006
07/08/2020;Consommation brute;41,63304827
08/08/2020;Consommation brute;42,14874496
09/08/2020;Consommation brute;42,58351858
10/08/2020;Consommation brute;43,37520631
11/08/2020;Consommation brute;44,0343381
12/08/2020;Consommation brute;41,02946569
13/08/2020;Consommation brute;39,36765879
14/08/2020;Consommation brute;43,6012469
15/08/2020;Consommation brute;38,60924465
16/08/2020;Consommation brute;44,08621904
17/08/2020;Consommation brute;42,85617894
18/08/2020;Consommation brute;42,20225354
19/08/2020;Consommation brute;
20/08/2020;Consommation brute;36,90894067
21/08/2020;Consommation brute;41,35814665
22/08/2020;Consommation brute;42,67735535
23/08/2020;Consommation brute;43,43823631
24/08/2020;Consommation brute;44,5757031
25/08/2020;Consommation brute;44,59271148
26/08/2020;Consommation brute;40,28226183
27/08/2020;Consommation brute;37,68018371
28/08/2020;Consommation brute;43,2230689
29/08/2020;Consommation brute;45,12050692
30/08/2020;Consommation brute;45,57496152
31/08/2020;Consommation brute;45,59415452
01/09/2020;Consommation brute;44,63392144
02/09/2020;Consommation brute;39,4220336
03/09/2020;Consommation brute;37,61774602
04/09/2020;Consommation brute;43,94112196
05/09/2020;Consommation brute;45,269914
06/09/2020;Consommation brute;45,38995998
07/09/2020;Consommation brute;45,85027442
08/09/2020;Consommation brute;45,64318563
09/09/2020;Consommation brute;40,19543208
10/09/2020;Consommation brute;38,03415467
11/09/2020;Consommation brute;44,45480577
12/09/2020;Consommation brute;45,86472944
13/09/2020;Consommation brute;46,1081524
14/09/2020;Consommation brute;46,2007265
15/09/2020;Consommation brute;45,65400985
16/09/2020;Consommation brute;40,6679285
17/09/2020;Consommation brute;38,67440394
18/09/2020;Consommation brute;45,69858481
19/09/2020;Consommation brute;47,04195852
20/09/2020;Consommation brute;47,32907625
21/09/2020;Consommation brute;46,67740408
22/09/2020;Consommation brute;45,96963123
23/09/2020;Consommation brute;41,09093027
24/09/2020;Consommation brute;38,38385058
25/09/2020;Consommation brute;44,63742194
26/09/2020;Consommation brute;45,49876021
27/09/2020;Consommation brute;45,69532338
28/09/2020;Consommation brute;45,97232279
29/09/2020;Consommation brute;46,5258044
30/09/2020;Consommation brute;43,09186163
01/10/2020;Consommation brute;43,11421815
02/10/2020;Consommation brute;49,9310739
03/10/2020;Consommation brute;50,03440427
04/10/2020;Consommation brute;48,99040171
05/10/2020;Consommation brute;49,16072852
06/10/2020;Consommation brute;50,21231883
07/10/2020;Consommation brute;46,03814427
08/10/2020;Consommation brute;44,52705265
09/10/2020;Consommation brute;51,9970175
10/10/2020;Consommation brute;52,46310894
11/10/2020;Consommation brute;51,36652429
12/10/2020;Consommation brute;50,58324013
13/10/2020;Consommation brute;49,45714448
14/10/2020;Consommation brute;45,279332
15/10/2020;Consommation brute;45,06467146
16/10/2020;Consommation brute;53,45437567
17/10/2020;Consommation brute;55,12985381
18/10/2020;Consommation brute;56,01170575
19/10/2020;Consommation brute;57,33377219
20/10/2020;Consommation brute;56,96728698
21/10/2020;Consommation brute;51,12089971
22/10/2020;Consommation brute;48,87455871
23/10/2020;Consommation brute;55,31182252
24/10/2020;Consommation brute;54,42604477
25/10/2020;Consommation brute;51,73816133
26/10/2020;Consommation brute;50,8986595
27/10/2020;Consommation brute;50,43607775
28/10/2020;Consommation brute;46,06873035
29/10/2020;Consommation brute;45,37429055
30/10/2020;Consommation brute;54,03990325
31/10/2020;Consommation brute;56,28423365
01/11/2020;Consommation brute;44,770358
02/11/2020;Consommation brute;53,81360988
03/11/2020;Consommation brute;51,85001346
04/11/2020;Consommation brute;46,9258339
05/11/2020;Consommation brute;
06/11/2020;Consommation brute;49,85142244
07/11/2020;Consommation brute;53,79006194
08/11/2020;Consommation brute;57,33047931
09/11/2020;Consommation brute;58,10317208
10/11/2020;Consommation brute;56,58144875
11/11/2020;Consommation brute;48,67156842
12/11/2020;Consommation brute;45,80761296
13/11/2020;Consommation brute;51,35404271
14/11/2020;Consommation brute;52,6665156
15/11/2020;Consommation brute;
16/11/2020;Consommation brute;53,22629879
17/11/2020;Consommation brute;53,18149594
18/11/2020;Consommation brute;47,42963023
19/11/2020;Consommation brute;46,63493454
20/11/2020;Consommation brute;54,06508377
21/11/2020;Consommation brute;55,83388431
22/11/2020;Consommation brute;55,74906175
23/11/2020;Consommation brute;56,699427
24/11/2020;Consommation brute;59,4944539
25/11/2020;Consommation brute;56,86379677
26/11/2020;Consommation brute;55,89147202
27/11/2020;Consommation brute;62,14140963
28/11/2020;Consommation brute;63,71667852
29/11/2020;Consommation brute;62,66741731
30/11/2020;Consommation brute;61,80637921
01/12/2020;Consommation brute;61,06458333
02/12/2020;Consommation brute;55,67708333
03/12/2020;Consommation brute;57,15833333
04/12/2020;Consommation brute;67,46666667
05/12/2020;Consommation brute;67,66458333
06/12/2020;Consommation brute;68,575
07/12/2020;Consommation brute;67,39166667
08/12/2020;Consommation brute;67,07083333
09/12/2020;Consommation brute;64,29375
10/12/2020;Consommation brute;62,71458333
11/12/2020;Consommation brute;70,85
12/12/2020;Consommation brute;71,41666667
13/12/2020;Consommation brute;72,84375
14/12/2020;Consommation brute;71,03958333
15/12/2020;Consommation brute;68,07916667
16/12/2020;Consommation brute;60,35625
17/12/2020;Consommation brute;59,35
18/12/2020;Consommation brute;63,98125
19/12/2020;Consommation brute;62,97708333
20/12/2020;Consommation brute;63,775
21/12/2020;Consommation brute;56,43974202
22/12/2020;Consommation brute;57,13799229
23/12/2020;Consommation brute;
24/12/2020;Consommation brute;62,39737375
25/12/2020;Consommation brute;57,66060585
26/12/2020;Consommation brute;64,78290508
27/12/2020;Consommation brute;65,52881481
28/12/2020;Consommation brute;66,31393829
29/12/2020;Consommation brute;65,47898619
30/12/2020;Consommation brute;
31/12/2020;Consommation brute;68,7827944
01/01/2021;Consommation brute;62,85764583
02/01/2021;Consommation brute;72,27882956
03/01/2021;Consommation brute;
04/01/2021;Consommation brute;74,70326248
05/01/2021;Consommation brute;74,87508673
06/01/2021;Consommation brute;74,10954721
07/01/2021;Consommation brute;68,74644906
08/01/2021;Consommation brute;66,67038923
09/01/2021;Consommation brute;73,8731545
10/01/2021;Consommation brute;73,92958573
11/01/2021;Consommation brute;73,29701488
12/01/2021;Consommation brute;73,08179981
13/01/2021;Consommation brute;73,34502854
14/01/2021;Consommation brute;68,13869331
15/01/2021;Consommation brute;64,84420246
16/01/2021;Consommation brute;72,73976867
17/01/2021;Consommation brute;72,90436308
18/01/2021;Consommation brute;72,26229696
19/01/2021;Consommation brute;72,35848973
20/01/2021;Consommation brute;72,00482617
21/01/2021;Consommation brute;66,80713625
22/01/2021;Consommation brute;64,99780758
23/01/2021;Consommation brute;72,0346
24/01/2021;Consommation brute;73,70328856
25/01/2021;Consommation brute;72,52165804
26/01/2021;Consommation brute;71,08521565
27/01/2021;Consommation brute;70,25192544
28/01/2021;Consommation brute;65,81352523
29/01/2021;Consommation brute;63,84531563
30/01/2021;Consommation brute;70,3195745
31/01/2021;Consommation brute;71,20245338
01/02/2021;Consommation brute;71,68919496
02/02/2021;Consommation brute;70,63773633
03/02/2021;Consommation brute;69,17461119
04/02/2021;Consommation brute;64,2515421
05/02/2021;Consommation brute;62,48514583
06/02/2021;Consommation brute;69,68367985
07/02/2021;Consommation brute;70,74107733
08/02/2021;Consommation brute;70,85559981
09/02/2021;Consommation brute;71,28018544
10/02/2021;Consommation brute;70,5852244
11/02/2021;Consommation brute;65,31621267
12/02/2021;Consommation brute;62,65099063
13/02/2021;Consommation brute;68,23195654
14/02/2021;Consommation brute;68,51982673
15/02/2021;Consommation brute;67,81216017
16/02/2021;Consommation brute;68,29117788
17/02/2021;Consommation brute;67,23157277
18/02/2021;Consommation brute;62,03211942
19/02/2021;Consommation brute;60,61726963
20/02/2021;Consommation brute;67,03974748
21/02/2021;Consommation brute;67,19536748
22/02/2021;Consommation brute;66,90939535
23/02/2021;Consommation brute;65,95462719
24/02/2021;Consommation brute;64,526753
25/02/2021;Consommation brute;60,07219167
26/02/2021;Consommation brute;57,73778815
27/02/2021;Consommation brute;63,59634498
28/02/2021;Consommation brute;64,50049598
01/03/2021;Consommation brute;64,38458735
02/03/2021;Consommation brute;63,58921277
03/03/2021;Consommation brute;63,12506669
04/03/2021;Consommation brute;58,20354021
05/03/2021;Consommation brute;55,45101819
06/03/2021;Consommation brute;61,42859321
07/03/2021;Consommation brute;62,09406079
08/03/2021;Consommation brute;62,16257683
09/03/2021;Consommation brute;62,51488402
10/03/2021;Consommation brute;62,0013271
11/03/2021;Consommation brute;57,28520042
12/03/2021;Consommation brute;54,95917696
13/03/2021;Consommation brute;61,6812825
14/03/2021;Consommation brute;62,14780996
15/03/2021;Consommation brute;62,12214042
16/03/2021;Consommation brute;61,63544733
17/03/2021;Consommation brute;60,17783152
18/03/2021;Consommation brute;54,66189865
19/03/2021;Consommation brute;52,15047296
20/03/2021;Consommation brute;58,30273638
21/03/2021;Consommation brute;58,43308227
22/03/2021;Consommation brute;57,75412477
23/03/2021;Consommation brute;57,00247421
24/03/2021;Consommation brute;56,3977835
25/03/2021;Consommation brute;51,45329396
26/03/2021;Consommation brute;49,69451565
27/03/2021;Consommation brute;56,08263446
28/03/2021;Consommation brute;56,8904522
29/03/2021;Consommation brute;56,68006175
30/03/2021;Consommation brute;57,05680827
31/03/2021;Consommation brute;55,25736388
01/04/2021;Consommation brute;49,94354254
02/04/2021;Consommation brute;47,33013106
03/04/2021;Consommation brute;
04/04/2021;Consommation brute;53,568697
05/04/2021;Consommation brute;54,04300538
06/04/2021;Consommation brute;53,26274785
07/04/2021;Consommation brute;52,25305608
08/04/2021;Consommation brute;47,78291152
09/04/2021;Consommation brute;46,0680071
10/04/2021;Consommation brute;45,41268604
11/04/2021;Consommation brute;51,81382204
12/04/2021;Consommation brute;51,41743433
13/04/2021;Consommation brute;50,71475254
14/04/2021;Consommation brute;49,85631225
15/04/2021;Consommation brute;44,89038123
16/04/2021;Consommation brute;42,99559
17/04/2021;Consommation brute;49,05903856
18/04/2021;Consommation brute;49,66551508
19/04/2021;Consommation brute;49,63901331
20/04/2021;Consommation brute;49,47169794
21/04/2021;Consommation brute;49,11400515
22/04/2021;Consommation brute;44,723692
23/04/2021;Consommation brute;42,57466121
24/04/2021;Consommation brute;48,218928
25/04/2021;Consommation brute;48,87965944
26/04/2021;Consommation brute;48,2903156
27/04/2021;Consommation brute;47,56090925
28/04/2021;Consommation brute;46,1942561
29/04/2021;Consommation brute;
30/04/2021;Consommation brute;38,60771371
01/05/2021;Consommation brute;38,6126521
02/05/2021;Consommation brute;47,32378994
03/05/2021;Consommation brute;46,74833071
04/05/2021;Consommation brute;47,31392646
05/05/2021;Consommation brute;46,44062313
06/05/2021;Consommation brute;
07/05/2021;Consommation brute;40,21238319
08/05/2021;Consommation brute;40,76918425
09/05/2021;Consommation brute;46,12767925
10/05/2021;Consommation brute;45,59009852
11/05/2021;Consommation brute;
12/05/2021;Consommation brute;41,75899946
13/05/2021;Consommation brute;40,05181769
14/05/2021;Consommation brute;39,2617584
15/05/2021;Consommation brute;45,70033665
16/05/2021;Consommation brute;46,20683035
17/05/2021;Consommation brute;46,22433775
18/05/2021;Consommation brute;39,94258369
19/05/2021;Consommation brute;45,87517038
20/05/2021;Consommation brute;40,48698781
21/05/2021;Consommation brute;37,85020613
22/05/2021;Consommation brute;
23/05/2021;Consommation brute;45,37917658
24/05/2021;Consommation brute;46,29645663
25/05/2021;Consommation brute;46,40708683
26/05/2021;Consommation brute;45,46645615
27/05/2021;Consommation brute;40,31195506
28/05/2021;Consommation brute;37,9944049
29/05/2021;Consommation brute;39,68069173
30/05/2021;Consommation brute;44,80337479
31/05/2021;Consommation brute;44,96890213
01/06/2021;Consommation brute;45,29989538
02/06/2021;Consommation brute;44,90200329
03/06/2021;Consommation brute;40,05291446
04/06/2021;Consommation brute;38,1520946
05/06/2021;Consommation brute;44,4964126
06/06/2021;Consommation brute;45,42565888
07/06/2021;Consommation brute;45,58243229
08/06/2021;Consommation brute;45,57483248
09/06/2021;Consommation brute;45,04957254
10/06/2021;Consommation brute;40,1516991
11/06/2021;Consommation brute;37,81661648
12/06/2021;Consommation brute;44,63576763
13/06/2021;Consommation brute;45,89391008
14/06/2021;Consommation brute;46,18359329
15/06/2021;Consommation brute;45,57121083
16/06/2021;Consommation brute;44,96793819
17/06/2021;Consommation brute;40,41772079
18/06/2021;Consommation brute;38,06660963
19/06/2021;Consommation brute;44,73952179
20/06/2021;Consommation brute;45,9608801
21/06/2021;Consommation brute;46,37152381
22/06/2021;Consommation brute;46,19763835
23/06/2021;Consommation brute;45,59706775
24/06/2021;Consommation brute;40,91471471
25/06/2021;Consommation brute;38,84708371
26/06/2021;Consommation brute;45,15538838
27/06/2021;Consommation brute;46,32253133
28/06/2021;Consommation brute;46,52942663
29/06/2021;Consommation brute;46,84905269
30/06/2021;Consommation brute;46,42141663
01/07/2021;Consommation brute;41,06851888
02/07/2021;Consommation brute;38,99916929
03/07/2021;Consommation brute;45,73035196
04/07/2021;Consommation brute;46,42361806
05/07/2021;Consommation brute;46,87340856
06/07/2021;Consommation brute;46,89909621
07/07/2021;Consommation brute;46,54632363
08/07/2021;Consommation brute;41,76113506
09/07/2021;Consommation brute;39,59442992
10/07/2021;Consommation brute;45,73299952
11/07/2021;Consommation brute;46,45675119
12/07/2021;Consommation brute;
13/07/2021;Consommation brute;45,9844785
14/07/2021;Consommation brute;41,5392316
15/07/2021;Consommation brute;41,46930767
16/07/2021;Consommation brute;38,90894938
17/07/2021;Consommation brute;45,14078225
18/07/2021;Consommation brute;46,24147608
19/07/2021;Consommation brute;46,64896296
20/07/2021;Consommation brute;46,77822667
21/07/2021;Consommation brute;46,07291623
22/07/2021;Consommation brute;40,80141527
23/07/2021;Consommation brute;39,11603408
24/07/2021;Consommation brute;45,2347269
25/07/2021;Consommation brute;46,41526471
26/07/2021;Consommation brute;46,15580225
27/07/2021;Consommation brute;46,12273585
28/07/2021;Consommation brute;44,85169742
29/07/2021;Consommation brute;40,72625633
30/07/2021;Consommation brute;37,96845248
31/07/2021;Consommation brute;42,23485398
01/08/2021;Consommation brute;43,1202041
02/08/2021;Consommation brute;42,99336702
03/08/2021;Consommation brute;42,31089063
04/08/2021;Consommation brute;41,50345873
05/08/2021;Consommation brute;38,32786723
06/08/2021;Consommation brute;36,757653
07/08/2021;Consommation brute;40,85660133
08/08/2021;Consommation brute;41,77085035
09/08/2021;Consommation brute;42,14604125
10/08/2021;Consommation brute;42,14636513
11/08/2021;Consommation brute;42,02858092
12/08/2021;Consommation brute;39,32110563
13/08/2021;Consommation brute;
14/08/2021;Consommation brute;40,73213075
15/08/2021;Consommation brute;36,79164581
16/08/2021;Consommation brute;43,01154794
17/08/2021;Consommation brute;43,14442804
18/08/2021;Consommation brute;43,10723823
19/08/2021;Consommation brute;39,7778396
20/08/2021;Consommation brute;37,69187596
21/08/2021;Consommation brute;43,22182577
22/08/2021;Consommation brute;43,93720244
23/08/2021;Consommation brute;44,33598429
24/08/2021;Consommation brute;45,00209296
25/08/2021;Consommation brute;44,53316406
26/08/2021;Consommation brute;40,33592846
27/08/2021;Consommation brute;38,70005058
28/08/2021;Consommation brute;45,00532558
29/08/2021;Consommation brute;46,1761365
30/08/2021;Consommation brute;46,82896256
31/08/2021;Consommation brute;46,63665169
01/09/2021;Consommation brute;45,85048333
02/09/2021;Consommation brute;40,74377896
03/09/2021;Consommation brute;38,7753446
04/09/2021;Consommation brute;45,01760558
05/09/2021;Consommation brute;45,7966835
06/09/2021;Consommation brute;45,66342408
07/09/2021;Consommation brute;45,74169275
08/09/2021;Consommation brute;45,40490242
09/09/2021;Consommation brute;40,58044906
10/09/2021;Consommation brute;38,73711563
11/09/2021;Consommation brute;45,09468281
12/09/2021;Consommation brute;46,01893267
13/09/2021;Consommation brute;46,17067129
14/09/2021;Consommation brute;46,16155515
15/09/2021;Consommation brute;45,60119867
16/09/2021;Consommation brute;40,82016869
17/09/2021;Consommation brute;38,87291575
18/09/2021;Consommation brute;45,2053119
19/09/2021;Consommation brute;46,19955131
20/09/2021;Consommation brute;46,31051504
21/09/2021;Consommation brute;46,46417321
22/09/2021;Consommation brute;45,96562258
23/09/2021;Consommation brute;41,37529156
24/09/2021;Consommation brute;38,7838631
25/09/2021;Consommation brute;45,593706
26/09/2021;Consommation brute;47,03018656
27/09/2021;Consommation brute;47,23816785
28/09/2021;Consommation brute;47,24832477
29/09/2021;Consommation brute;47,16581042
30/09/2021;Consommation brute;43,05037917
01/10/2021;Consommation brute;41,24116875
02/10/2021;Consommation brute;47,15038125
03/10/2021;Consommation brute;48,43328333
04/10/2021;Consommation brute;49,1053
05/10/2021;Consommation brute;48,17765
06/10/2021;Consommation brute;48,47049792
07/10/2021;Consommation brute;43,36227292
08/10/2021;Consommation brute;41,60567292
09/10/2021;Consommation brute;48,23651458
10/10/2021;Consommation brute;49,54403542
11/10/2021;Consommation brute;49,79081042
12/10/2021;Consommation brute;50,00542708
13/10/2021;Consommation brute;49,2149375
14/10/2021;Consommation brute;45,10399375
15/10/2021;Consommation brute;43,26630833
16/10/2021;Consommation brute;50,8933125
17/10/2021;Consommation brute;51,92195417
18/10/2021;Consommation brute;52,44505833
19/10/2021;Consommation brute;52,61226042
20/10/2021;Consommation brute;51,91348958
21/10/2021;Consommation brute;46,40864583
22/10/2021;Consommation brute;44,63084375
23/10/2021;Consommation brute;51,64235417
24/10/2021;Consommation brute;53,32154167
25/10/2021;Consommation brute;53,638875
26/10/2021;Consommation brute;53,85053333
27/10/2021;Consommation brute;53,87723958
28/10/2021;Consommation brute;49,51098542
29/10/2021;Consommation brute;47,4354449
30/10/2021;Consommation brute;
31/10/2021;Consommation brute;54,69592176
01/11/2021;Consommation brute;49,44139583
02/11/2021;Consommation brute;56,58491875
03/11/2021;Consommation brute;56,3497875
04/11/2021;Consommation brute;51,68429167
05/11/2021;Consommation brute;49,99013958
06/11/2021;Consommation brute;57,42894583
07/11/2021;Consommation brute;58,86609167
08/11/2021;Consommation brute;59,33534792
09/11/2021;Consommation brute;
10/11/2021;Consommation brute;56,56669792
11/11/2021;Consommation brute;54,07291667
12/11/2021;Consommation brute;52,06348542
13/11/2021;Consommation brute;59,82173958
14/11/2021;Consommation brute;60,93966458
15/11/2021;Consommation brute;61,59144167
16/11/2021;Consommation brute;62,37585417
17/11/2021;Consommation brute;61,51412917
18/11/2021;Consommation brute;56,10724167
19/11/2021;Consommation brute;54,28394167
20/11/2021;Consommation brute;63,16676667
21/11/2021;Consommation brute;65,3534625
22/11/2021;Consommation brute;64,77323958
23/11/2021;Consommation brute;64,5682
24/11/2021;Consommation brute;64,90498958
25/11/2021;Consommation brute;59,96065833
26/11/2021;Consommation brute;59,23463333
27/11/2021;Consommation brute;67,43137917
28/11/2021;Consommation brute;69,27604583
29/11/2021;Consommation brute;68,40329375
30/11/2021;Consommation brute;69,14275
01/12/2021;Consommation brute;66,80631906
02/12/2021;Consommation brute;60,96779615
03/12/2021;Consommation brute;60,32966719
04/12/2021;Consommation brute;67,33364594
05/12/2021;Consommation brute;68,46445208
06/12/2021;Consommation brute;69,30841542
07/12/2021;Consommation brute;69,29124458
08/12/2021;Consommation brute;69,6406749
09/12/2021;Consommation brute;65,09185313
10/12/2021;Consommation brute;62,74488208
11/12/2021;Consommation brute;69,0464275
12/12/2021;Consommation brute;70,14977156
13/12/2021;Consommation brute;69,88439573
14/12/2021;Consommation brute;69,8620651
15/12/2021;Consommation brute;69,62824146
16/12/2021;Consommation brute;64,99240625
17/12/2021;Consommation brute;62,8838175
18/12/2021;Consommation brute;70,50055344
19/12/2021;Consommation brute;71,53853042
20/12/2021;Consommation brute;71,2072374
21/12/2021;Consommation brute;71,52015833
22/12/2021;Consommation brute;69,4744375
23/12/2021;Consommation brute;64,69990833
24/12/2021;Consommation brute;
25/12/2021;Consommation brute;59,44385417
26/12/2021;Consommation brute;66,05783125
27/12/2021;Consommation brute;68,07448958
28/12/2021;Consommation brute;68,45349583
29/12/2021;Consommation brute;68,18103125
30/12/2021;Consommation brute;67,19241667
31/12/2021;Consommation brute;
01/01/2021;Consommation brute;50,72552292
02/01/2021;Consommation brute;76,90103998
03/01/2021;Consommation brute;
04/01/2021;Consommation brute;79,42225206
05/01/2021;Consommation brute;80,30742006
06/01/2021;Consommation brute;80,35075346
07/01/2021;Consommation brute;75,61902406
08/01/2021;Consommation brute;73,63882256
09/01/2021;Consommation brute;81,156017
10/01/2021;Consommation brute;77,70094406
11/01/2021;Consommation brute;72,28224196
12/01/2021;Consommation brute;69,99367481
13/01/2021;Consommation brute;72,95880354
14/01/2021;Consommation brute;72,15033498
15/01/2021;Consommation brute;66,06827954
16/01/2021;Consommation brute;73,9597645
17/01/2021;Consommation brute;73,44620058
18/01/2021;Consommation brute;69,28194279
19/01/2021;Consommation brute;66,95198348
20/01/2021;Consommation brute;67,67987408
21/01/2021;Consommation brute;65,42218208
22/01/2021;Consommation brute;66,05853467
23/01/2021;Consommation brute;73,41661458
24/01/2021;Consommation brute;77,34961148
25/01/2021;Consommation brute;73,52000179
26/01/2021;Consommation brute;65,74736565
27/01/2021;Consommation brute;62,03949419
28/01/2021;Consommation brute;58,73149398
29/01/2021;Consommation brute;57,66148646
30/01/2021;Consommation brute;63,42412867
31/01/2021;Consommation brute;61,96850963
01/02/2021;Consommation brute;61,58915746
02/02/2021;Consommation brute;62,97971967
03/02/2021;Consommation brute;61,4798091
04/02/2021;Consommation brute;57,39458169
05/02/2021;Consommation brute;59,36579375
06/02/2021;Consommation brute;71,35612777
07/02/2021;Consommation brute;75,138619
08/02/2021;Consommation brute;76,2287394
09/02/2021;Consommation brute;79,07381669
10/02/2021;Consommation brute;79,56575565
11/02/2021;Consommation brute;75,65930642
12/02/2021;Consommation brute;72,47544479
13/02/2021;Consommation brute;73,01017113
14/02/2021;Consommation brute;68,37359965
15/02/2021;Consommation brute;64,21427683
16/02/2021;Consommation brute;64,67250079
17/02/2021;Consommation brute;62,26164985
18/02/2021;Consommation brute;54,15623608
19/02/2021;Consommation brute;51,33878213
20/02/2021;Consommation brute;58,02016415
21/02/2021;Consommation brute;56,39829248
22/02/2021;Consommation brute;55,11180577
23/02/2021;Consommation brute;55,6590001
24/02/2021;Consommation brute;57,00492592
25/02/2021;Consommation brute;55,01588125
26/02/2021;Consommation brute;53,89822981
27/02/2021;Consommation brute;59,04979498
28/02/2021;Consommation brute;59,26854598
01/03/2021;Consommation brute;58,56661444
02/03/2021;Consommation brute;58,6310711
03/03/2021;Consommation brute;60,92946877
04/03/2021;Consommation brute;57,95514229
05/03/2021;Consommation brute;56,53356194
06/03/2021;Consommation brute;62,90097446
07/03/2021;Consommation brute;63,85944204
08/03/2021;Consommation brute;63,96505808
09/03/2021;Consommation brute;60,18140485
10/03/2021;Consommation brute;59,98228127
11/03/2021;Consommation brute;55,79015667
12/03/2021;Consommation brute;54,74851238
13/03/2021;Consommation brute;61,33774083
14/03/2021;Consommation brute;62,00823496
15/03/2021;Consommation brute;62,50082375
16/03/2021;Consommation brute;64,5959015
17/03/2021;Consommation brute;64,11295027
18/03/2021;Consommation brute;59,39137781
19/03/2021;Consommation brute;57,29191463
20/03/2021;Consommation brute;62,46946346
21/03/2021;Consommation brute;60,8488656
22/03/2021;Consommation brute;58,06345185
23/03/2021;Consommation brute;56,46642004
24/03/2021;Consommation brute;56,0654835
25/03/2021;Consommation brute;51,31361271
26/03/2021;Consommation brute;48,38660043
27/03/2021;Consommation brute;51,64068446
28/03/2021;Consommation brute;49,58837258
29/03/2021;Consommation brute;48,21097217
30/03/2021;Consommation brute;48,0882166
31/03/2021;Consommation brute;47,65300346
01/04/2021;Consommation brute;46,59510504
02/04/2021;Consommation brute;46,20501023
03/04/2021;Consommation brute;
04/04/2021;Consommation brute;58,90257825
05/04/2021;Consommation brute;61,80881579
06/04/2021;Consommation brute;59,41433119
07/04/2021;Consommation brute;56,08487692
08/04/2021;Consommation brute;50,22045319
09/04/2021;Consommation brute;50,3984446
10/04/2021;Consommation brute;48,91034646
11/04/2021;Consommation brute;58,95830746
12/04/2021;Consommation brute;58,48117183
13/04/2021;Consommation brute;58,81656088
14/04/2021;Consommation brute;58,91048308
15/04/2021;Consommation brute;52,99324165
16/04/2021;Consommation brute;49,94255458
17/04/2021;Consommation brute;54,08547606
18/04/2021;Consommation brute;52,85925467
19/04/2021;Consommation brute;51,60072581
20/04/2021;Consommation brute;50,43989794
21/04/2021;Consommation brute;48,8204489
22/04/2021;Consommation brute;43,26310658
23/04/2021;Consommation brute;41,49273413
24/04/2021;Consommation brute;48,29699258
25/04/2021;Consommation brute;49,18994485
26/04/2021;Consommation brute;49,64788019
27/04/2021;Consommation brute;50,79369675
28/04/2021;Consommation brute;50,9672936
29/04/2021;Consommation brute;
30/04/2021;Consommation brute;45,56223246
01/05/2021;Consommation brute;45,3679896
02/05/2021;Consommation brute;51,83563785
03/05/2021;Consommation brute;51,79790154
04/05/2021;Consommation brute;53,35749521
05/05/2021;Consommation brute;50,99007521
06/05/2021;Consommation brute;
07/05/2021;Consommation brute;39,6402311
08/05/2021;Consommation brute;42,81749258
09/05/2021;Consommation brute;47,99835008
10/05/2021;Consommation brute;48,76500269
11/05/2021;Consommation brute;
12/05/2021;Consommation brute;45,87167029
13/05/2021;Consommation brute;44,28753852
14/05/2021;Consommation brute;42,78320006
15/05/2021;Consommation brute;48,90130748
16/05/2021;Consommation brute;49,88335952
17/05/2021;Consommation brute;50,106944
18/05/2021;Consommation brute;43,91421285
19/05/2021;Consommation brute;48,57054954
20/05/2021;Consommation brute;44,04831698
21/05/2021;Consommation brute;41,52462071
22/05/2021;Consommation brute;
23/05/2021;Consommation brute;49,54879325
24/05/2021;Consommation brute;49,84146496
25/05/2021;Consommation brute;48,32637225
26/05/2021;Consommation brute;46,2257624
